"Id","Label","clade","size"
"SA_CNS243.cluster036","SACNS243_cluster036","clade10","1"
"SA_CNS243.cluster037","SACNS243_cluster037","clade10","1"
"SA_CNS296.cluster001","SACNS296_cluster001","clade10","1"
"SA_CNS296.cluster002","SACNS296_cluster002","clade10","1"
"SA_CNS296.cluster003","SACNS296_cluster003","clade10","1"
"SA_CNS296.cluster004","SACNS296_cluster004","clade10","1"
"SA_CNS296.cluster005","SACNS296_cluster005","clade10","1"
"SA_CNS296.cluster006","SACNS296_cluster006","clade10","1"
"SA_CNS296.cluster007","SACNS296_cluster007","clade10","1"
"SA_CNS296.cluster008","SACNS296_cluster008","clade10","1"
"SA_CNS296.cluster009","SACNS296_cluster009","clade10","1"
"SA_CNS296.cluster010","SACNS296_cluster010","clade10","1"
"SA_CNS296.cluster011","SACNS296_cluster011","clade10","1"
"SA_CNS296.cluster012","SACNS296_cluster012","clade10","1"
"SA_CNS296.cluster013","SACNS296_cluster013","clade10","1"
"SA_CNS296.cluster014","SACNS296_cluster014","clade10","1"
"SA_CNS296.cluster015","SACNS296_cluster015","clade10","1"
"SA_CNS296.cluster016","SACNS296_cluster016","clade10","1"
"SA_CNS296.cluster017","SACNS296_cluster017","clade10","1"
"SA_CNS296.cluster018","SACNS296_cluster018","clade10","1"
"SA_CNS296.cluster019","SACNS296_cluster019","clade10","1"
"SA_CNS296.cluster020","SACNS296_cluster020","clade10","1"
"SA_CNS296.cluster021","SACNS296_cluster021","clade10","1"
"SA_CNS296.cluster022","SACNS296_cluster022","clade10","1"
"SA_CNS296.cluster023","SACNS296_cluster023","clade10","1"
"SA_CNS296.cluster024","SACNS296_cluster024","clade10","1"
"SA_CNS296.cluster025","SACNS296_cluster025","clade10","1"
"SA_CNS296.cluster026","SACNS296_cluster026","clade10","1"
"SA_CNS296.cluster027","SACNS296_cluster027","clade10","1"
"SA_CNS296.cluster028","SACNS296_cluster028","clade10","1"
"SA_CNS296.cluster029","SACNS296_cluster029","clade10","1"
"SA_CNS296.cluster031","SACNS296_cluster031","clade10","1"
"SA_CNS299.cluster001","SACNS299_cluster001","clade10","1"
"SA_CNS299.cluster002","SACNS299_cluster002","clade10","1"
"SA_CNS299.cluster003","SACNS299_cluster003","clade10","1"
"SA_CNS299.cluster004","SACNS299_cluster004","clade10","1"
"SA_CNS299.cluster005","SACNS299_cluster005","clade10","1"
"SA_CNS299.cluster006","SACNS299_cluster006","clade10","1"
"SA_CNS299.cluster007","SACNS299_cluster007","clade10","1"
"SA_CNS299.cluster008","SACNS299_cluster008","clade10","1"
"SA_CNS299.cluster009","SACNS299_cluster009","clade10","1"
"SA_CNS299.cluster010","SACNS299_cluster010","clade10","1"
"SA_CNS299.cluster011","SACNS299_cluster011","clade10","1"
"SA_CNS299.cluster012","SACNS299_cluster012","clade10","1"
"SA_CNS299.cluster013","SACNS299_cluster013","clade10","1"
"SA_CNS299.cluster014","SACNS299_cluster014","clade10","1"
"SA_CNS299.cluster015","SACNS299_cluster015","clade10","1"
"SA_CNS299.cluster016","SACNS299_cluster016","clade10","1"
"SA_CNS299.cluster017","SACNS299_cluster017","clade10","1"
"SA_CNS299.cluster018","SACNS299_cluster018","clade10","1"
"SA_CNS299.cluster019","SACNS299_cluster019","clade10","1"
"SA_CNS299.cluster020","SACNS299_cluster020","clade10","1"
"SA_CNS299.cluster021","SACNS299_cluster021","clade10","1"
"SA_CNS299.cluster022","SACNS299_cluster022","clade10","1"
"SA_CNS299.cluster023","SACNS299_cluster023","clade10","1"
"SA_CNS299.cluster024","SACNS299_cluster024","clade10","1"
"SA_CNS299.cluster025","SACNS299_cluster025","clade10","1"
"SA_CNS299.cluster026","SACNS299_cluster026","clade10","1"
"SA_CNS299.cluster027","SACNS299_cluster027","clade10","1"
"SA_CNS299.cluster028","SACNS299_cluster028","clade10","1"
"SA_CNS299.cluster029","SACNS299_cluster029","clade10","1"
"SA_CNS299.cluster030","SACNS299_cluster030","clade10","1"
"SA_CNS299.cluster032","SACNS299_cluster032","clade10","1"
"SA_CNS299.cluster033","SACNS299_cluster033","clade10","1"
"SA_CNS299.cluster034","SACNS299_cluster034","clade10","1"
"SA_CNS299.cluster035","SACNS299_cluster035","clade10","1"
"SA_CNS325.cluster001","SACNS325_cluster001","clade10","1"
"SA_CNS325.cluster002","SACNS325_cluster002","clade10","1"
"SA_CNS325.cluster003","SACNS325_cluster003","clade10","1"
"SA_CNS325.cluster004","SACNS325_cluster004","clade10","1"
"SA_CNS325.cluster005","SACNS325_cluster005","clade10","1"
"SA_CNS325.cluster006","SACNS325_cluster006","clade10","1"
"SA_CNS325.cluster007","SACNS325_cluster007","clade10","1"
"SA_CNS325.cluster008","SACNS325_cluster008","clade10","1"
"SA_CNS325.cluster009","SACNS325_cluster009","clade10","1"
"SA_CNS325.cluster010","SACNS325_cluster010","clade10","1"
"SA_CNS325.cluster011","SACNS325_cluster011","clade10","1"
"SA_CNS325.cluster012","SACNS325_cluster012","clade10","1"
"SA_CNS325.cluster013","SACNS325_cluster013","clade10","1"
"SA_CNS325.cluster014","SACNS325_cluster014","clade10","1"
"SA_CNS325.cluster015","SACNS325_cluster015","clade10","1"
"SA_CNS325.cluster017","SACNS325_cluster017","clade10","1"
"SA_CNS325.cluster018","SACNS325_cluster018","clade10","1"
"SA_CNS325.cluster019","SACNS325_cluster019","clade10","1"
"SA_CNS325.cluster020","SACNS325_cluster020","clade10","1"
"SA_CNS325.cluster021","SACNS325_cluster021","clade10","1"
"SA_CNS325.cluster022","SACNS325_cluster022","clade10","1"
"SA_CNS325.cluster023","SACNS325_cluster023","clade10","1"
"SA_CNS325.cluster024","SACNS325_cluster024","clade10","1"
"SA_CNS325.cluster025","SACNS325_cluster025","clade10","1"
"SA_CNS325.cluster026","SACNS325_cluster026","clade10","1"
"SA_CNS325.cluster027","SACNS325_cluster027","clade10","1"
"SA_CNS325.cluster028","SACNS325_cluster028","clade10","1"
"SA_CNS325.cluster029","SACNS325_cluster029","clade10","1"
"SA_CNS342.cluster001","SACNS342_cluster001","clade10","1"
"SA_CNS342.cluster002","SACNS342_cluster002","clade10","1"
"SA_CNS342.cluster003","SACNS342_cluster003","clade10","1"
"SA_CNS342.cluster004","SACNS342_cluster004","clade10","1"
"SA_CNS342.cluster005","SACNS342_cluster005","clade10","1"
"SA_CNS342.cluster006","SACNS342_cluster006","clade10","1"
"SA_CNS342.cluster007","SACNS342_cluster007","clade10","1"
"SA_CNS342.cluster008","SACNS342_cluster008","clade10","1"
"SA_CNS342.cluster009","SACNS342_cluster009","clade10","1"
"SA_CNS342.cluster010","SACNS342_cluster010","clade10","1"
"SA_CNS342.cluster011","SACNS342_cluster011","clade10","1"
"SA_CNS342.cluster012","SACNS342_cluster012","clade10","1"
"SA_CNS342.cluster013","SACNS342_cluster013","clade10","1"
"SA_CNS342.cluster014","SACNS342_cluster014","clade10","1"
"SA_CNS342.cluster015","SACNS342_cluster015","clade10","1"
"SA_CNS342.cluster016","SACNS342_cluster016","clade10","1"
"SA_CNS342.cluster017","SACNS342_cluster017","clade10","1"
"SA_CNS342.cluster018","SACNS342_cluster018","clade10","1"
"SA_CNS342.cluster019","SACNS342_cluster019","clade10","1"
"SA_CNS342.cluster020","SACNS342_cluster020","clade10","1"
"SA_CNS342.cluster021","SACNS342_cluster021","clade10","1"
"SA_CNS342.cluster022","SACNS342_cluster022","clade10","1"
"SA_CNS342.cluster023","SACNS342_cluster023","clade10","1"
"SA_CNS342.cluster024","SACNS342_cluster024","clade10","1"
"SA_CNS342.cluster025","SACNS342_cluster025","clade10","1"
"SA_CNS342.cluster026","SACNS342_cluster026","clade10","1"
"SA_CNS342.cluster027","SACNS342_cluster027","clade10","1"
"SA_CNS342.cluster028","SACNS342_cluster028","clade10","1"
"SA_CNS673.cluster001","SACNS673_cluster001","clade10","1"
"SA_CNS673.cluster002","SACNS673_cluster002","clade10","1"
"SA_CNS673.cluster003","SACNS673_cluster003","clade10","1"
"SA_CNS673.cluster004","SACNS673_cluster004","clade10","1"
"SA_CNS673.cluster005","SACNS673_cluster005","clade10","1"
"SA_CNS673.cluster006","SACNS673_cluster006","clade10","1"
"SA_CNS673.cluster007","SACNS673_cluster007","clade10","1"
"SA_CNS673.cluster008","SACNS673_cluster008","clade10","1"
"SA_CNS673.cluster009","SACNS673_cluster009","clade10","1"
"SA_CNS673.cluster010","SACNS673_cluster010","clade10","1"
"SA_CNS673.cluster011","SACNS673_cluster011","clade10","1"
"SA_CNS673.cluster012","SACNS673_cluster012","clade10","1"
"SA_CNS673.cluster013","SACNS673_cluster013","clade10","1"
"SA_CNS673.cluster014","SACNS673_cluster014","clade10","1"
"SA_CNS673.cluster015","SACNS673_cluster015","clade10","1"
"SA_CNS673.cluster016","SACNS673_cluster016","clade10","1"
"SA_CNS673.cluster017","SACNS673_cluster017","clade10","1"
"SA_CNS673.cluster018","SACNS673_cluster018","clade10","1"
"SA_CNS673.cluster019","SACNS673_cluster019","clade10","1"
"SA_CNS673.cluster020","SACNS673_cluster020","clade10","1"
"SA_CNS673.cluster021","SACNS673_cluster021","clade10","1"
"SA_CNS673.cluster022","SACNS673_cluster022","clade10","1"
"SA_CNS673.cluster023","SACNS673_cluster023","clade10","1"
"SA_CNS673.cluster024","SACNS673_cluster024","clade10","1"
"SA_CNS673.cluster026","SACNS673_cluster026","clade10","1"
"SA_CNS673.cluster027","SACNS673_cluster027","clade10","1"
"SA_CNS673.cluster028","SACNS673_cluster028","clade10","1"
"SA_CNS673.cluster029","SACNS673_cluster029","clade10","1"
"SA_CNS744.cluster001","SACNS744_cluster001","clade10","1"
"SA_CNS744.cluster002","SACNS744_cluster002","clade10","1"
"SA_CNS744.cluster003","SACNS744_cluster003","clade10","1"
"SA_CNS744.cluster004","SACNS744_cluster004","clade10","1"
"SA_CNS744.cluster005","SACNS744_cluster005","clade10","1"
"SA_CNS744.cluster006","SACNS744_cluster006","clade10","1"
"SA_CNS744.cluster007","SACNS744_cluster007","clade10","1"
"SA_CNS744.cluster008","SACNS744_cluster008","clade10","1"
"SA_CNS744.cluster009","SACNS744_cluster009","clade10","1"
"SA_CNS744.cluster010","SACNS744_cluster010","clade10","1"
"SA_CNS744.cluster011","SACNS744_cluster011","clade10","1"
"SA_CNS744.cluster012","SACNS744_cluster012","clade10","1"
"SA_CNS744.cluster013","SACNS744_cluster013","clade10","1"
"SA_CNS744.cluster014","SACNS744_cluster014","clade10","1"
"SA_CNS744.cluster015","SACNS744_cluster015","clade10","1"
"SA_CNS744.cluster016","SACNS744_cluster016","clade10","1"
"SA_CNS744.cluster017","SACNS744_cluster017","clade10","1"
"SA_CNS744.cluster018","SACNS744_cluster018","clade10","1"
"SA_CNS744.cluster019","SACNS744_cluster019","clade10","1"
"SA_CNS744.cluster020","SACNS744_cluster020","clade10","1"
"SA_CNS744.cluster021","SACNS744_cluster021","clade10","1"
"SA_CNS744.cluster022","SACNS744_cluster022","clade10","1"
"SA_CNS744.cluster023","SACNS744_cluster023","clade10","1"
"SA_CNS744.cluster024","SACNS744_cluster024","clade10","1"
"SA_CNS744.cluster026","SACNS744_cluster026","clade10","1"
"SA_CNS744.cluster027","SACNS744_cluster027","clade10","1"
"SA_CNS744.cluster028","SACNS744_cluster028","clade10","1"
"SA_CNS744.cluster029","SACNS744_cluster029","clade10","1"
"SA_CNS744.cluster030","SACNS744_cluster030","clade10","1"
"SA_CNS744.cluster031","SACNS744_cluster031","clade10","1"
"SA_CNS820.cluster001","SACNS820_cluster001","clade10","1"
"SA_CNS820.cluster002","SACNS820_cluster002","clade10","1"
"SA_CNS820.cluster003","SACNS820_cluster003","clade10","1"
"SA_CNS820.cluster004","SACNS820_cluster004","clade10","1"
"SA_CNS820.cluster005","SACNS820_cluster005","clade10","1"
"SA_CNS820.cluster006","SACNS820_cluster006","clade10","1"
"SA_CNS820.cluster007","SACNS820_cluster007","clade10","1"
"SA_CNS820.cluster008","SACNS820_cluster008","clade10","1"
"SA_CNS820.cluster009","SACNS820_cluster009","clade10","1"
"SA_CNS820.cluster010","SACNS820_cluster010","clade10","1"
"SA_CNS820.cluster011","SACNS820_cluster011","clade10","1"
"SA_CNS820.cluster012","SACNS820_cluster012","clade10","1"
"SA_CNS820.cluster013","SACNS820_cluster013","clade10","1"
"SA_CNS820.cluster014","SACNS820_cluster014","clade10","1"
"SA_CNS820.cluster015","SACNS820_cluster015","clade10","1"
"SA_CNS820.cluster016","SACNS820_cluster016","clade10","1"
"SA_CNS820.cluster017","SACNS820_cluster017","clade10","1"
"SA_CNS820.cluster018","SACNS820_cluster018","clade10","1"
"SA_CNS820.cluster019","SACNS820_cluster019","clade10","1"
"SA_CNS820.cluster020","SACNS820_cluster020","clade10","1"
"SA_CNS820.cluster021","SACNS820_cluster021","clade10","1"
"SA_CNS820.cluster022","SACNS820_cluster022","clade10","1"
"SA_CNS820.cluster023","SACNS820_cluster023","clade10","1"
"SA_CNS820.cluster024","SACNS820_cluster024","clade10","1"
"SA_CNS820.cluster025","SACNS820_cluster025","clade10","1"
"SA_CNS820.cluster026","SACNS820_cluster026","clade10","1"
"SA_CNS820.cluster027","SACNS820_cluster027","clade10","1"
"SA_CNS820.cluster028","SACNS820_cluster028","clade10","1"
"SA_CNS820.cluster029","SACNS820_cluster029","clade10","1"
"SA_CNS820.cluster030","SACNS820_cluster030","clade10","1"
"SA_CNS820.cluster031","SACNS820_cluster031","clade10","1"
"SA_CNS820.cluster032","SACNS820_cluster032","clade10","1"
"SA_CNS848.cluster001","SACNS848_cluster001","clade10","1"
"SA_CNS848.cluster002","SACNS848_cluster002","clade10","1"
"SA_CNS848.cluster003","SACNS848_cluster003","clade10","1"
"SA_CNS848.cluster004","SACNS848_cluster004","clade10","1"
"SA_CNS848.cluster005","SACNS848_cluster005","clade10","1"
"SA_CNS848.cluster006","SACNS848_cluster006","clade10","1"
"SA_CNS848.cluster007","SACNS848_cluster007","clade10","1"
"SA_CNS848.cluster008","SACNS848_cluster008","clade10","1"
"SA_CNS848.cluster009","SACNS848_cluster009","clade10","1"
"SA_CNS848.cluster010","SACNS848_cluster010","clade10","1"
"SA_CNS848.cluster011","SACNS848_cluster011","clade10","1"
"SA_CNS848.cluster012","SACNS848_cluster012","clade10","1"
"SA_CNS848.cluster013","SACNS848_cluster013","clade10","1"
"SA_CNS848.cluster015","SACNS848_cluster015","clade10","1"
"SA_CNS848.cluster016","SACNS848_cluster016","clade10","1"
"SA_CNS848.cluster017","SACNS848_cluster017","clade10","1"
"SA_CNS848.cluster018","SACNS848_cluster018","clade10","1"
"SA_CNS848.cluster019","SACNS848_cluster019","clade10","1"
"SA_CNS848.cluster020","SACNS848_cluster020","clade10","1"
"SA_CNS848.cluster021","SACNS848_cluster021","clade10","1"
"SA_CNS848.cluster022","SACNS848_cluster022","clade10","1"
"SA_CNS848.cluster023","SACNS848_cluster023","clade10","1"
"SA_CNS848.cluster024","SACNS848_cluster024","clade10","1"
"SA_CNS848.cluster025","SACNS848_cluster025","clade10","1"
"SA_CNS848.cluster026","SACNS848_cluster026","clade10","1"
"SA_CNS848.cluster027","SACNS848_cluster027","clade10","1"
"SA_CNS848.cluster028","SACNS848_cluster028","clade10","1"
"SA_CNS848.cluster029","SACNS848_cluster029","clade10","1"
"SA_CNS848.cluster030","SACNS848_cluster030","clade10","1"
"SA_CNS848.cluster031","SACNS848_cluster031","clade10","1"
"SA_CNS848.cluster033","SACNS848_cluster033","clade10","1"
"SA_CNS991.cluster001","SACNS991_cluster001","clade10","1"
"SA_CNS991.cluster002","SACNS991_cluster002","clade10","1"
"SA_CNS991.cluster003","SACNS991_cluster003","clade10","1"
"SA_CNS991.cluster004","SACNS991_cluster004","clade10","1"
"SA_CNS991.cluster005","SACNS991_cluster005","clade10","1"
"SA_CNS991.cluster006","SACNS991_cluster006","clade10","1"
"SA_CNS991.cluster007","SACNS991_cluster007","clade10","1"
"SA_CNS991.cluster008","SACNS991_cluster008","clade10","1"
"SA_CNS991.cluster009","SACNS991_cluster009","clade10","1"
"SA_CNS991.cluster010","SACNS991_cluster010","clade10","1"
"SA_CNS991.cluster011","SACNS991_cluster011","clade10","1"
"SA_CNS991.cluster012","SACNS991_cluster012","clade10","1"
"SA_CNS991.cluster013","SACNS991_cluster013","clade10","1"
"SA_CNS991.cluster014","SACNS991_cluster014","clade10","1"
"SA_CNS991.cluster015","SACNS991_cluster015","clade10","1"
"SA_CNS991.cluster016","SACNS991_cluster016","clade10","1"
"SA_CNS991.cluster017","SACNS991_cluster017","clade10","1"
"SA_CNS991.cluster018","SACNS991_cluster018","clade10","1"
"SA_CNS991.cluster019","SACNS991_cluster019","clade10","1"
"SA_CNS991.cluster020","SACNS991_cluster020","clade10","1"
"SA_CNS991.cluster021","SACNS991_cluster021","clade10","1"
"SA_CNS991.cluster022","SACNS991_cluster022","clade10","1"
"SA_CNS991.cluster023","SACNS991_cluster023","clade10","1"
"SA_CNS991.cluster024","SACNS991_cluster024","clade10","1"
"SA_CNS991.cluster025","SACNS991_cluster025","clade10","1"
"SA_CNT005.cluster001","SACNT005_cluster001","clade10","1"
"SA_CNT005.cluster002","SACNT005_cluster002","clade10","1"
"SA_CNT005.cluster003","SACNT005_cluster003","clade10","1"
"SA_CNT005.cluster004","SACNT005_cluster004","clade10","1"
"SA_CNT005.cluster005","SACNT005_cluster005","clade10","1"
"SA_CNT005.cluster006","SACNT005_cluster006","clade10","1"
"SA_CNT005.cluster007","SACNT005_cluster007","clade10","1"
"SA_CNT005.cluster008","SACNT005_cluster008","clade10","1"
"SA_CNT005.cluster009","SACNT005_cluster009","clade10","1"
"SA_CNT005.cluster010","SACNT005_cluster010","clade10","1"
"SA_CNT005.cluster011","SACNT005_cluster011","clade10","1"
"SA_CNT005.cluster012","SACNT005_cluster012","clade10","1"
"SA_CNT005.cluster013","SACNT005_cluster013","clade10","1"
"SA_CNT005.cluster014","SACNT005_cluster014","clade10","1"
"SA_CNT005.cluster015","SACNT005_cluster015","clade10","1"
"SA_CNT005.cluster016","SACNT005_cluster016","clade10","1"
"SA_CNT005.cluster017","SACNT005_cluster017","clade10","1"
"SA_CNT005.cluster018","SACNT005_cluster018","clade10","1"
"SA_CNT005.cluster019","SACNT005_cluster019","clade10","1"
"SA_CNT005.cluster020","SACNT005_cluster020","clade10","1"
"SA_CNT005.cluster021","SACNT005_cluster021","clade10","1"
"SA_CNT005.cluster022","SACNT005_cluster022","clade10","1"
"SA_CNT005.cluster023","SACNT005_cluster023","clade10","1"
"SA_CNT005.cluster024","SACNT005_cluster024","clade10","1"
"SA_CNT005.cluster025","SACNT005_cluster025","clade10","1"
"SA_CNT005.cluster026","SACNT005_cluster026","clade10","1"
"SA_CNT005.cluster027","SACNT005_cluster027","clade10","1"
"SA_CNT005.cluster028","SACNT005_cluster028","clade10","1"
"SA_CNT005.cluster029","SACNT005_cluster029","clade10","1"
"SA_CNT005.cluster030","SACNT005_cluster030","clade10","1"
"SA_CNT005.cluster031","SACNT005_cluster031","clade10","1"
"SA_CNT005.cluster032","SACNT005_cluster032","clade10","1"
"SA_CNT798.cluster001","SACNT798_cluster001","clade10","1"
"SA_CNT798.cluster002","SACNT798_cluster002","clade10","1"
"SA_CNT798.cluster003","SACNT798_cluster003","clade10","1"
"SA_CNT798.cluster004","SACNT798_cluster004","clade10","1"
"SA_CNT798.cluster005","SACNT798_cluster005","clade10","1"
"SA_CNT798.cluster006","SACNT798_cluster006","clade10","1"
"SA_CNT798.cluster007","SACNT798_cluster007","clade10","1"
"SA_CNT798.cluster008","SACNT798_cluster008","clade10","1"
"SA_CNT798.cluster009","SACNT798_cluster009","clade10","1"
"SA_CNT798.cluster010","SACNT798_cluster010","clade10","1"
"SA_CNT798.cluster011","SACNT798_cluster011","clade10","1"
"SA_CNT798.cluster012","SACNT798_cluster012","clade10","1"
"SA_CNT798.cluster013","SACNT798_cluster013","clade10","1"
"SA_CNT798.cluster014","SACNT798_cluster014","clade10","1"
"SA_CNT798.cluster015","SACNT798_cluster015","clade10","1"
"SA_CNT798.cluster016","SACNT798_cluster016","clade10","1"
"SA_CNT798.cluster017","SACNT798_cluster017","clade10","1"
"SA_CNT798.cluster018","SACNT798_cluster018","clade10","1"
"SA_CNT798.cluster019","SACNT798_cluster019","clade10","1"
"SA_CNT798.cluster020","SACNT798_cluster020","clade10","1"
"SA_CNT798.cluster021","SACNT798_cluster021","clade10","1"
"SA_CNT798.cluster022","SACNT798_cluster022","clade10","1"
"SA_CNT798.cluster023","SACNT798_cluster023","clade10","1"
"SA_CNT798.cluster024","SACNT798_cluster024","clade10","1"
"SA_CNT798.cluster025","SACNT798_cluster025","clade10","1"
"SA_CNT798.cluster026","SACNT798_cluster026","clade10","1"
"SA_CNT798.cluster027","SACNT798_cluster027","clade10","1"
"SA_CNT798.cluster028","SACNT798_cluster028","clade10","1"
"SA_CNT798.cluster029","SACNT798_cluster029","clade10","1"
"SA_CNT798.cluster030","SACNT798_cluster030","clade10","1"
"SA_CNT798.cluster031","SACNT798_cluster031","clade10","1"
"SA_CNT799.cluster001","SACNT799_cluster001","clade10","1"
"SA_CNT799.cluster002","SACNT799_cluster002","clade10","1"
"SA_CNT799.cluster003","SACNT799_cluster003","clade10","1"
"SA_CNT799.cluster004","SACNT799_cluster004","clade10","1"
"SA_CNT799.cluster005","SACNT799_cluster005","clade10","1"
"SA_CNT799.cluster006","SACNT799_cluster006","clade10","1"
"SA_CNT799.cluster007","SACNT799_cluster007","clade10","1"
"SA_CNT799.cluster008","SACNT799_cluster008","clade10","1"
"SA_CNT799.cluster009","SACNT799_cluster009","clade10","1"
"SA_CNT799.cluster010","SACNT799_cluster010","clade10","1"
"SA_CNT799.cluster011","SACNT799_cluster011","clade10","1"
"SA_CNT799.cluster012","SACNT799_cluster012","clade10","1"
"SA_CNT799.cluster013","SACNT799_cluster013","clade10","1"
"SA_CNT799.cluster014","SACNT799_cluster014","clade10","1"
"SA_CNT799.cluster015","SACNT799_cluster015","clade10","1"
"SA_CNT799.cluster016","SACNT799_cluster016","clade10","1"
"SA_CNT799.cluster017","SACNT799_cluster017","clade10","1"
"SA_CNT799.cluster018","SACNT799_cluster018","clade10","1"
"SA_CNT799.cluster019","SACNT799_cluster019","clade10","1"
"SA_CNT799.cluster020","SACNT799_cluster020","clade10","1"
"SA_CNT799.cluster021","SACNT799_cluster021","clade10","1"
"SA_CNT799.cluster022","SACNT799_cluster022","clade10","1"
"SA_CNT799.cluster023","SACNT799_cluster023","clade10","1"
"SA_CNT799.cluster024","SACNT799_cluster024","clade10","1"
"SA_CNT799.cluster025","SACNT799_cluster025","clade10","1"
"SA_CNT799.cluster026","SACNT799_cluster026","clade10","1"
"SA_CNT799.cluster027","SACNT799_cluster027","clade10","1"
"SA_CNT799.cluster028","SACNT799_cluster028","clade10","1"
"SA_CNT799.cluster029","SACNT799_cluster029","clade10","1"
"SA_CNT799.cluster030","SACNT799_cluster030","clade10","1"
"SA_CNT799.cluster031","SACNT799_cluster031","clade10","1"
"SA_CNT799.cluster032","SACNT799_cluster032","clade10","1"
"SA_CNT799.cluster033","SACNT799_cluster033","clade10","1"
"SA_CNT799.cluster034","SACNT799_cluster034","clade10","1"
"SA_CNT800.cluster001","SACNT800_cluster001","clade10","1"
"SA_CNT800.cluster002","SACNT800_cluster002","clade10","1"
"SA_CNT800.cluster003","SACNT800_cluster003","clade10","1"
"SA_CNT800.cluster004","SACNT800_cluster004","clade10","1"
"SA_CNT800.cluster005","SACNT800_cluster005","clade10","1"
"SA_CNT800.cluster006","SACNT800_cluster006","clade10","1"
"SA_CNT800.cluster007","SACNT800_cluster007","clade10","1"
"SA_CNT800.cluster008","SACNT800_cluster008","clade10","1"
"SA_CNT800.cluster009","SACNT800_cluster009","clade10","1"
"SA_CNT800.cluster010","SACNT800_cluster010","clade10","1"
"SA_CNT800.cluster011","SACNT800_cluster011","clade10","1"
"SA_CNT800.cluster012","SACNT800_cluster012","clade10","1"
"SA_CNT800.cluster013","SACNT800_cluster013","clade10","1"
"SA_CNT800.cluster014","SACNT800_cluster014","clade10","1"
"SA_CNT800.cluster015","SACNT800_cluster015","clade10","1"
"SA_CNT800.cluster016","SACNT800_cluster016","clade10","1"
"SA_CNT800.cluster017","SACNT800_cluster017","clade10","1"
"SA_CNT800.cluster018","SACNT800_cluster018","clade10","1"
"SA_CNT800.cluster019","SACNT800_cluster019","clade10","1"
"SA_CNT800.cluster020","SACNT800_cluster020","clade10","1"
"SA_CNT800.cluster021","SACNT800_cluster021","clade10","1"
"SA_CNT800.cluster022","SACNT800_cluster022","clade10","1"
"SA_CNT800.cluster023","SACNT800_cluster023","clade10","1"
"SA_CNT800.cluster024","SACNT800_cluster024","clade10","1"
"SA_CNT800.cluster025","SACNT800_cluster025","clade10","1"
"SA_CNT800.cluster026","SACNT800_cluster026","clade10","1"
"SA_CNT800.cluster027","SACNT800_cluster027","clade10","1"
"SA_CNT800.cluster028","SACNT800_cluster028","clade10","1"
"SA_CNT800.cluster029","SACNT800_cluster029","clade10","1"
"SA_CNT800.cluster030","SACNT800_cluster030","clade10","1"
"SA_CNT800.cluster031","SACNT800_cluster031","clade10","1"
"SA_CNT800.cluster032","SACNT800_cluster032","clade10","1"
"SA_CNT800.cluster033","SACNT800_cluster033","clade10","1"
"SA_CNT849.cluster001","SACNT849_cluster001","clade10","1"
"SA_CNT849.cluster002","SACNT849_cluster002","clade10","1"
"SA_CNT849.cluster003","SACNT849_cluster003","clade10","1"
"SA_CNT849.cluster004","SACNT849_cluster004","clade10","1"
"SA_CNT849.cluster005","SACNT849_cluster005","clade10","1"
"SA_CNT849.cluster006","SACNT849_cluster006","clade10","1"
"SA_CNT849.cluster007","SACNT849_cluster007","clade10","1"
"SA_CNT849.cluster008","SACNT849_cluster008","clade10","1"
"SA_CNT849.cluster009","SACNT849_cluster009","clade10","1"
"SA_CNT849.cluster010","SACNT849_cluster010","clade10","1"
"SA_CNT849.cluster011","SACNT849_cluster011","clade10","1"
"SA_CNT849.cluster012","SACNT849_cluster012","clade10","1"
"SA_CNT849.cluster013","SACNT849_cluster013","clade10","1"
"SA_CNT849.cluster014","SACNT849_cluster014","clade10","1"
"SA_CNT849.cluster015","SACNT849_cluster015","clade10","1"
"SA_CNT849.cluster016","SACNT849_cluster016","clade10","1"
"SA_CNT849.cluster017","SACNT849_cluster017","clade10","1"
"SA_CNT849.cluster018","SACNT849_cluster018","clade10","1"
"SA_CNT849.cluster019","SACNT849_cluster019","clade10","1"
"SA_CNT849.cluster020","SACNT849_cluster020","clade10","1"
"SA_CNT849.cluster021","SACNT849_cluster021","clade10","1"
"SA_CNT849.cluster022","SACNT849_cluster022","clade10","1"
"SA_CNT849.cluster023","SACNT849_cluster023","clade10","1"
"SA_CNT849.cluster024","SACNT849_cluster024","clade10","1"
"SA_CNT849.cluster025","SACNT849_cluster025","clade10","1"
"SA_CNT849.cluster026","SACNT849_cluster026","clade10","1"
"SA_CNT849.cluster027","SACNT849_cluster027","clade10","1"
"SA_CNT849.cluster028","SACNT849_cluster028","clade10","1"
"SA_CNT849.cluster029","SACNT849_cluster029","clade10","1"
"SA_CNT849.cluster030","SACNT849_cluster030","clade10","1"
"SA_CNT849.cluster031","SACNT849_cluster031","clade10","1"
"SA_CNT849.cluster032","SACNT849_cluster032","clade10","1"
"SA_CNT849.cluster033","SACNT849_cluster033","clade10","1"
"SA_CNT850.cluster001","SACNT850_cluster001","clade10","1"
"SA_CNT850.cluster002","SACNT850_cluster002","clade10","1"
"SA_CNT850.cluster003","SACNT850_cluster003","clade10","1"
"SA_CNT850.cluster004","SACNT850_cluster004","clade10","1"
"SA_CNT850.cluster005","SACNT850_cluster005","clade10","1"
"SA_CNT850.cluster006","SACNT850_cluster006","clade10","1"
