Id,Label,clade,size,gcf.num,modularity_class
StCNS416_BA.contig_3.region002,StCNS416_BA_c3_002,tropica,1,GCF4731,M6
SpCNT854_HI.contig_2.region001,SpCNT854_HI_c2_001,oceanensis,1,GCF4221,M6
SpDSM45548_FJ.contig_1.region003,SpDSM45548_FJ_c1_003,vitiensis,1,GCF3965,M6
SpCNT796_HI.contig_2.region002,SpCNT796_HI_c2_002,pacifica,1,GCF3965,M6
SpDSM45547_FJ.contig_0.region015,SpDSM45547_FJ_c0_015,oceanensis,1,GCF3965,M6
SpCNT584_FJ.contig_1.region002,SpCNT584_FJ_c1_002,oceanensis,1,GCF4221,M6
SpCNY330_SC.contig_9.region002,SpCNY330_SC_c9_002,pacifica,1,GCF4342,M6
StCNB536_BA.contig_46.region001,StCNB536_BA_c46_001,tropica,1,GCF4731,M6
SpCNY646_RS.contig_3.region001,SpCNY646_RS_c3_001,mooreana,1,GCF4221,M6
SpDSM45543_FJ.contig_0.region009,SpDSM45543_FJ_c0_009,oceanensis,1,GCF3965,M6
SpCNT855_HI.contig_0.region002,SpCNT855_HI_c0_002,pacifica,1,GCF4342,M6
SpCNY703_MD.contig_47.region001,SpCNY703_MD_c47_001,oceanensis,1,GCF3965,M6
SpCNT403_FJ.contig_4.region002,SpCNT403_FJ_c4_002,oceanensis,1,GCF3965,M6
StCNT261_BA.contig_4.region001,StCNT261_BA_c4_001,tropica,1,GCF4731,M6
SpCNT124_FJ.contig_2.region001,SpCNT124_FJ_c2_001,oceanensis,1,GCF4221,M6
SpCNS237_PL.contig_11.region002,SpCNS237_PL_c11_002,mooreana,1,GCF4342,M6
StCNT250_BA.contig_4.region001,StCNT250_BA_c4_001,tropica,1,GCF4731,M6
SpCNS996_FJ.contig_9.region001,SpCNS996_FJ_c9_001,oceanensis,1,GCF3965,M6
SpCNT001_FJ.contig_0.region002,SpCNT001_FJ_c0_002,pacifica,1,GCF3965,M6
SpCNT084_FJ.contig_5.region002,SpCNT084_FJ_c5_002,pacifica,1,GCF3965,M6
SpCNR909_PL.contig_0.region001,SpCNR909_PL_c0_001,pacifica,1,GCF3965,M6
SpCNT131_FJ.contig_1.region002,SpCNT131_FJ_c1_002,pacifica,1,GCF4221,M6
SaCNY486_PV.contig_23.region001,SaCNY486_PV_c23_001,arenicola,1,GCF2162,M6
SpCNT029_FJ.contig_0.region004,SpCNT029_FJ_c0_004,oceanensis,1,GCF3965,M6
SpCNT133_FJ.contig_2.region002,SpCNT133_FJ_c2_002,pacifica,1,GCF3965,M6
SpCNR510_GU.contig_4.region002,SpCNR510_GU_c4_002,pacifica,1,GCF4342,M6
StCNY678_YU.contig_6.region002,StCNY678_YU_c6_002,tropica,1,GCF4731,M6
SpCNT045_FJ.contig_0.region002,SpCNT045_FJ_c0_002,oceanensis,1,GCF3965,M6
SpCNH732_RS.contig_3.region002,SpCNH732_RS_c3_002,pacifica,1,GCF4342,M6
StCNY681_YU.contig_2.region002,StCNY681_YU_c2_002,tropica,1,GCF4731,M6
SpDSM45544_FJ.contig_0.region006,SpDSM45544_FJ_c0_006,pacifica,1,GCF4342,M6
SpCNR114_GU.contig_1.region002,SpCNR114_GU_c1_002,pacifica,1,GCF3965,M6
StCNH898_BA.contig_12.region001,StCNH898_BA_c12_001,tropica,1,GCF4731,M6
StCNB476_BA.contig_2.region002,StCNB476_BA_c2_002,tropica,1,GCF4731,M6
SpCNY666_MD.contig_47.region001,SpCNY666_MD_c47_001,goodfellowii,1,GCF3965,M6
StCNB440_BA.contig_0.region007,StCNB440_BA_c0_007,tropica,1,GCF4731,M6
SaCNH996_SC.contig_9.region001,SaCNH996_SC_c9_001,arenicola,1,GCF2162,M6
SpCNT609_FJ.contig_18.region002,SpCNT609_FJ_c18_002,pacifica,1,GCF4342,M6
SpCNS801_FJ.contig_0.region003,SpCNS801_FJ_c0_003,vitiensis,1,GCF4342,M6
SpCNS860_FJ.contig_14.region002,SpCNS860_FJ_c14_002,oceanensis,1,GCF3965,M6
SpCNY331_SC.contig_4.region002,SpCNY331_SC_c4_002,pacifica,1,GCF4342,M6
SaCNB458_BA.contig_73.region001,SaCNB458_BA_c73_001,arenicola,1,GCF2162,M6
SaCNY694_YU.contig_62.region001,SaCNY694_YU_c62_001,arenicola,1,GCF2162,M6
SaCNS205_PL.contig_0.region004,SaCNS205_PL_c0_004,arenicola,1,GCF2547,M7
SpCNY239_FJ.contig_10.region001,SpCNY239_FJ_c10_001,pacifica,1,GCF3583,M7
SaCNH941_SC.contig_1.region001,SaCNH941_SC_c1_001,arenicola,1,GCF2547,M7
SaCNS820_FJ.contig_5.region001,SaCNS820_FJ_c5_001,arenicola,1,GCF2547,M7
SpCNT603_FJ.contig_9.region001,SpCNT603_FJ_c9_001,pacifica,1,GCF3583,M7
StCNB536_BA.contig_0.region002,StCNB536_BA_c0_002,tropica,1,GCF4594,M7
SaCNY260_FJ.contig_3.region001,SaCNY260_FJ_c3_001,arenicola,1,GCF2547,M7
SpCNY498_PV.contig_8.region001,SpCNY498_PV_c8_001,pacifica,1,GCF3583,M7
SpCNT796_HI.contig_5.region001,SpCNT796_HI_c5_001,pacifica,1,GCF4594,M7
SpCNQ768_GU.contig_4.region001,SpCNQ768_GU_c4_001,pacifica,1,GCF3583,M7
StCNT250_BA.contig_0.region002,StCNT250_BA_c0_002,tropica,1,GCF4594,M7
SaCNP105_SC.contig_0.region001,SaCNP105_SC_c0_001,arenicola,1,GCF2547,M7
SpCNT403_FJ.contig_1.region001,SpCNT403_FJ_c1_001,oceanensis,1,GCF3583,M7
SpCNH732_RS.contig_11.region001,SpCNH732_RS_c11_001,pacifica,1,GCF3583,M7
SaCNB458_BA.contig_0.region001,SaCNB458_BA_c0_001,arenicola,1,GCF2547,M7
SpCNT029_FJ.contig_10.region001,SpCNT029_FJ_c10_001,oceanensis,1,GCF2547,M7
StCNB440_BA.contig_0.region003,StCNB440_BA_c0_003,tropica,1,GCF4594,M7
SaCNH996B_SC.contig_0.region001,SaCNH996B_SC_c0_001,arenicola,1,GCF2547,M7
SaCNY230_FJ.contig_3.region001,SaCNY230_FJ_c3_001,arenicola,1,GCF2547,M7
SaCNS243_PL.contig_10.region002,SaCNS243_PL_c10_002,arenicola,1,GCF2547,M7
SaCNY690_YU.contig_1.region001,SaCNY690_YU_c1_001,arenicola,1,GCF2547,M7
SaCNQ748_GU.contig_2.region001,SaCNQ748_GU_c2_001,arenicola,1,GCF2547,M7
SpCNR894_PL.contig_9.region001,SpCNR894_PL_c9_001,pacifica,1,GCF3583,M7
StCNT261_BA.contig_0.region002,StCNT261_BA_c0_002,tropica,1,GCF4594,M7
SaCNY244_FJ.contig_0.region005,SaCNY244_FJ_c0_005,arenicola,1,GCF2547,M7
SaCNY679_YU.contig_5.region001,SaCNY679_YU_c5_001,arenicola,1,GCF2547,M7
StCNY012_BA.contig_2.region002,StCNY012_BA_c2_002,tropica,1,GCF4594,M7
SaCNH713_RS.contig_4.region001,SaCNH713_RS_c4_001,arenicola,1,GCF2547,M7
SpCNT003_FJ.contig_6.region001,SpCNT003_FJ_c6_001,pacifica,1,GCF3583,M7
SpCNY331_SC.contig_5.region001,SpCNY331_SC_c5_001,pacifica,1,GCF3583,M7
StCNY681_YU.contig_1.region002,StCNY681_YU_c1_002,tropica,1,GCF4594,M7
SpCNT584_FJ.contig_13.region001,SpCNT584_FJ_c13_001,oceanensis,1,GCF2547,M7
SpCNS237_PL.contig_2.region001,SpCNS237_PL_c2_001,mooreana,1,GCF2547,M7
SpDSM45548_FJ.contig_1.region012,SpDSM45548_FJ_c1_012,vitiensis,1,GCF4594,M7
SaCNT005_FJ.contig_1.region002,SaCNT005_FJ_c1_002,arenicola,1,GCF2547,M7
SaDSM45545_FJ.contig_0.region022,SaDSM45545_FJ_c0_022,arenicola,1,GCF2547,M7
SaCNS673_FJ.contig_0.region002,SaCNS673_FJ_c0_002,arenicola,1,GCF2547,M7
SaCNX482_PM.contig_1.region001,SaCNX482_PM_c1_001,arenicola,1,GCF2547,M7
SpCNR114_GU.contig_6.region001,SpCNR114_GU_c6_001,pacifica,1,GCF3583,M7
SpCNS860_FJ.contig_1.region001,SpCNS860_FJ_c1_001,oceanensis,1,GCF4594,M7
SaCNT857_HI.contig_0.region003,SaCNT857_HI_c0_003,arenicola,1,GCF2547,M7
SaCNT798_HI.contig_0.region001,SaCNT798_HI_c0_001,arenicola,1,GCF2547,M7
SpCNT569_FJ.contig_4.region001,SpCNT569_FJ_c4_001,fenicalii,1,GCF3583,M7
SpCNS801_FJ.contig_7.region001,SpCNS801_FJ_c7_001,vitiensis,1,GCF4594,M7
SpCNT854_HI.contig_0.region002,SpCNT854_HI_c0_002,oceanensis,1,GCF2547,M7
SaCNY685_YU.contig_4.region001,SaCNY685_YU_c4_001,arenicola,1,GCF2547,M7
SpCNT001_FJ.contig_10.region001,SpCNT001_FJ_c10_001,pacifica,1,GCF3583,M7
SaCNH962_SC.contig_3.region001,SaCNH962_SC_c3_001,arenicola,1,GCF2547,M7
SpCNT133_FJ.contig_7.region001,SpCNT133_FJ_c7_001,pacifica,1,GCF4594,M7
SaCNS325_PL.contig_0.region001,SaCNS325_PL_c0_001,arenicola,1,GCF2547,M7
SpCNY202_SC.contig_11.region001,SpCNY202_SC_c11_001,cortesiana,1,GCF4594,M7
SaCNR921_PL.contig_0.region001,SaCNR921_PL_c0_001,arenicola,1,GCF2547,M7
SaCNR425_GU.contig_3.region001,SaCNR425_GU_c3_001,arenicola,1,GCF2547,M7
SaCNT859_HI.contig_1.region001,SaCNT859_HI_c1_001,arenicola,1,GCF2547,M7
SpDSM45549_FJ.contig_0.region006,SpDSM45549_FJ_c0_006,mooreana,1,GCF3583,M7
SpDSM45547_FJ.contig_0.region009,SpDSM45547_FJ_c0_009,oceanensis,1,GCF2547,M7
SpCNR510_GU.contig_10.region001,SpCNR510_GU_c10_001,pacifica,1,GCF3583,M7
SpCNY330_SC.contig_6.region001,SpCNY330_SC_c6_001,pacifica,1,GCF3583,M7
SaCNY282_FJ.contig_4.region001,SaCNY282_FJ_c4_001,arenicola,1,GCF2547,M7
SaCNR107_GU.contig_0.region004,SaCNR107_GU_c0_004,arenicola,1,GCF2547,M7
SaCNS342_FJ.contig_0.region001,SaCNS342_FJ_c0_001,arenicola,1,GCF2547,M7
SpDSM45544_FJ.contig_0.region013,SpDSM45544_FJ_c0_013,pacifica,1,GCF3583,M7
SpCNT609_FJ.contig_10.region001,SpCNT609_FJ_c10_001,pacifica,1,GCF4594,M7
SpCNT855_HI.contig_9.region001,SpCNT855_HI_c9_001,pacifica,1,GCF3583,M7
SaCNY231_FJ.contig_0.region002,SaCNY231_FJ_c0_002,arenicola,1,GCF2547,M7
SaCNY280_FJ.contig_5.region001,SaCNY280_FJ_c5_001,arenicola,1,GCF2547,M7
SaCNT799_HI.contig_0.region003,SaCNT799_HI_c0_003,arenicola,1,GCF2547,M7
StCNS416_BA.contig_1.region002,StCNS416_BA_c1_002,tropica,1,GCF4594,M7
SaCNT800_HI.contig_0.region001,SaCNT800_HI_c0_001,arenicola,1,GCF2547,M7
SaCNX814_PM.contig_2.region001,SaCNX814_PM_c2_001,arenicola,1,GCF2547,M7
SaCNY486_PV.contig_2.region001,SaCNY486_PV_c2_001,arenicola,1,GCF2547,M7
StCNH898_BA.contig_0.region002,StCNH898_BA_c0_002,tropica,1,GCF4594,M7
SpCNY646_RS.contig_12.region001,SpCNY646_RS_c12_001,mooreana,1,GCF3583,M7
SpCNY673_MD.contig_16.region001,SpCNY673_MD_c16_001,oceanensis,1,GCF2547,M7
SpCNY703_MD.contig_5.region001,SpCNY703_MD_c5_001,oceanensis,1,GCF2547,M7
SaCNP193_SC.contig_1.region001,SaCNP193_SC_c1_001,arenicola,1,GCF2547,M7
SaCNS848_FJ.contig_4.region001,SaCNS848_FJ_c4_001,arenicola,1,GCF2547,M7
SaCNH964_SC.contig_0.region001,SaCNH964_SC_c0_001,arenicola,1,GCF2547,M7
StCNR699_BA.contig_1.region002,StCNR699_BA_c1_002,tropica,1,GCF4594,M7
SpCNR942_PL.contig_3.region001,SpCNR942_PL_c3_001,fenicalii,1,GCF4594,M7
SaCNX508_PM.contig_1.region001,SaCNX508_PM_c1_001,arenicola,1,GCF2547,M7
SpCNT124_FJ.contig_0.region002,SpCNT124_FJ_c0_002,oceanensis,1,GCF2547,M7
SaCNH646_BA.contig_2.region002,SaCNH646_BA_c2_002,arenicola,1,GCF2547,M7
SpCNY363_SC.contig_8.region001,SpCNY363_SC_c8_001,pacifica,1,GCF3583,M7
SaCNT849_HI.contig_1.region002,SaCNT849_HI_c1_002,arenicola,1,GCF2547,M7
SpCNS996_FJ.contig_11.region001,SpCNS996_FJ_c11_001,oceanensis,1,GCF2547,M7
SaCNH996_SC.contig_0.region001,SaCNH996_SC_c0_001,arenicola,1,GCF2547,M7
StCNB476_BA.contig_0.region002,StCNB476_BA_c0_002,tropica,1,GCF4594,M7
SpCNT851_HI.contig_5.region001,SpCNT851_HI_c5_001,pacifica,1,GCF4594,M7
SaCNS051_PL.contig_3.region001,SaCNS051_PL_c3_001,arenicola,1,GCF2547,M7
SpCNS103_PL.contig_9.region001,SpCNS103_PL_c9_001,pacifica,1,GCF3583,M7
SaCNH718_RS.contig_1.region001,SaCNH718_RS_c1_001,arenicola,1,GCF2547,M7
SaCNS296_PL.contig_1.region001,SaCNS296_PL_c1_001,arenicola,1,GCF2547,M7
SpCNT131_FJ.contig_8.region001,SpCNT131_FJ_c8_001,pacifica,1,GCF3583,M7
SpDSM45543_FJ.contig_0.region003,SpDSM45543_FJ_c0_003,oceanensis,1,GCF4594,M7
SaCNY234_FJ.contig_5.region001,SaCNY234_FJ_c5_001,arenicola,1,GCF2547,M7
SaCNH877_BA.contig_1.region001,SaCNH877_BA_c1_001,arenicola,1,GCF2547,M7
SaCNH643_BA.contig_3.region001,SaCNH643_BA_c3_001,arenicola,1,GCF2547,M7
SaCNQ884_GU.contig_5.region001,SaCNQ884_GU_c5_001,arenicola,1,GCF2547,M7
SpCNT084_FJ.contig_7.region001,SpCNT084_FJ_c7_001,pacifica,1,GCF4594,M7
SaCNY237_FJ.contig_2.region002,SaCNY237_FJ_c2_002,arenicola,1,GCF2547,M7
SaCNB527_BA.contig_1.region002,SaCNB527_BA_c1_002,arenicola,1,GCF2547,M7
SaCNY256_FJ.contig_6.region001,SaCNY256_FJ_c6_001,arenicola,1,GCF2547,M7
SaCNX481_PM.contig_2.region001,SaCNX481_PM_c2_001,arenicola,1,GCF2547,M7
SpCNT045_FJ.contig_8.region001,SpCNT045_FJ_c8_001,oceanensis,1,GCF2547,M7
SpCNS055_PL.contig_8.region001,SpCNS055_PL_c8_001,vitiensis,1,GCF3583,M7
SaCNH963_SC.contig_1.region001,SaCNH963_SC_c1_001,arenicola,1,GCF2547,M7
SaCNY011_BA.contig_1.region001,SaCNY011_BA_c1_001,arenicola,1,GCF2547,M7
SaCNX891_PM.contig_2.region001,SaCNX891_PM_c2_001,arenicola,1,GCF2547,M7
StCNY678_YU.contig_9.region002,StCNY678_YU_c9_002,tropica,1,GCF4594,M7
SpCNY666_MD.contig_1.region002,SpCNY666_MD_c1_002,goodfellowii,1,GCF4594,M7
SaCNY694_YU.contig_3.region001,SaCNY694_YU_c3_001,arenicola,1,GCF2547,M7
StCNS197_BA.contig_1.region001,StCNS197_BA_c1_001,tropica,1,GCF4594,M7
SaCNH905_BA.contig_22.region001,SaCNH905_BA_c22_001,arenicola,1,GCF2547,M7
SpCNR909_PL.contig_7.region001,SpCNR909_PL_c7_001,pacifica,1,GCF3583,M7
SaCNT850_HI.contig_2.region001,SaCNT850_HI_c2_001,arenicola,1,GCF2547,M7
SaCNS744_FJ.contig_4.region001,SaCNS744_FJ_c4_001,arenicola,1,GCF2547,M7
SaCNS299_PL.contig_11.region001,SaCNS299_PL_c11_001,arenicola,1,GCF2547,M7
SaCNS296_PL.contig_15.region001,SaCNS296_PL_c15_001,arenicola,1,GCF2046,M8
StCNY678_YU.contig_5.region004,StCNY678_YU_c5_004,tropica,1,GCF4601,M8
SpCNT603_FJ.contig_4.region001,SpCNT603_FJ_c4_001,pacifica,1,GCF3563,M8
StCNY012_BA.contig_3.region001,StCNY012_BA_c3_001,tropica,1,GCF4601,M8
SpCNY646_RS.contig_8.region002,SpCNY646_RS_c8_002,mooreana,1,GCF4601,M8
SpDSM45548_FJ.contig_1.region006,SpDSM45548_FJ_c1_006,vitiensis,1,GCF4095,M8
StCNB440_BA.contig_0.region010,StCNB440_BA_c0_010,tropica,1,GCF4601,M8
SaCNY234_FJ.contig_2.region004,SaCNY234_FJ_c2_004,arenicola,1,GCF2046,M8
SaCNY685_YU.contig_7.region002,SaCNY685_YU_c7_002,arenicola,1,GCF2046,M8
SaCNY231_FJ.contig_3.region001,SaCNY231_FJ_c3_001,arenicola,1,GCF2046,M8
SpCNT029_FJ.contig_0.region009,SpCNT029_FJ_c0_009,oceanensis,1,GCF4095,M8
SaCNH996_SC.contig_1.region002,SaCNH996_SC_c1_002,arenicola,1,GCF2046,M8
SpCNT609_FJ.contig_7.region002,SpCNT609_FJ_c7_002,pacifica,1,GCF3563,M8
SaCNQ884_GU.contig_4.region003,SaCNQ884_GU_c4_003,arenicola,1,GCF2046,M8
SaCNY244_FJ.contig_2.region005,SaCNY244_FJ_c2_005,arenicola,1,GCF2046,M8
SaCNH713_RS.contig_0.region003,SaCNH713_RS_c0_003,arenicola,1,GCF2046,M8
SaCNS325_PL.contig_4.region002,SaCNS325_PL_c4_002,arenicola,1,GCF2046,M8
SpCNT851_HI.contig_33.region001,SpCNT851_HI_c33_001,pacifica,1,GCF3563,M8
StCNS197_BA.contig_2.region004,StCNS197_BA_c2_004,tropica,1,GCF4601,M8
SaCNS848_FJ.contig_1.region001,SaCNS848_FJ_c1_001,arenicola,1,GCF2046,M8
SaCNY260_FJ.contig_2.region005,SaCNY260_FJ_c2_005,arenicola,1,GCF2046,M8
SpCNT045_FJ.contig_1.region004,SpCNT045_FJ_c1_004,oceanensis,1,GCF4095,M8
SpCNT796_HI.contig_35.region001,SpCNT796_HI_c35_001,pacifica,1,GCF3563,M8
SaCNY694_YU.contig_2.region002,SaCNY694_YU_c2_002,arenicola,1,GCF2046,M8
SpCNT403_FJ.contig_7.region002,SpCNT403_FJ_c7_002,oceanensis,1,GCF4095,M8
SaCNX482_PM.contig_12.region001,SaCNX482_PM_c12_001,arenicola,1,GCF2046,M8
SaCNX481_PM.contig_0.region001,SaCNX481_PM_c0_001,arenicola,1,GCF2046,M8
SaCNT799_HI.contig_17.region001,SaCNT799_HI_c17_001,arenicola,1,GCF2046,M8
SpDSM45543_FJ.contig_0.region014,SpDSM45543_FJ_c0_014,oceanensis,1,GCF4095,M8
SaCNH718_RS.contig_2.region004,SaCNH718_RS_c2_004,arenicola,1,GCF2046,M8
SaCNT857_HI.contig_5.region002,SaCNT857_HI_c5_002,arenicola,1,GCF2046,M8
SpCNT124_FJ.contig_1.region002,SpCNT124_FJ_c1_002,oceanensis,1,GCF4095,M8
SaCNX508_PM.contig_15.region001,SaCNX508_PM_c15_001,arenicola,1,GCF2046,M8
SaCNY237_FJ.contig_1.region001,SaCNY237_FJ_c1_001,arenicola,1,GCF2046,M8
StCNB476_BA.contig_1.region003,StCNB476_BA_c1_003,tropica,1,GCF4601,M8
StCNB536_BA.contig_6.region001,StCNB536_BA_c6_001,tropica,1,GCF4601,M8
SaCNY282_FJ.contig_2.region001,SaCNY282_FJ_c2_001,arenicola,1,GCF2046,M8
SpCNT854_HI.contig_1.region003,SpCNT854_HI_c1_003,oceanensis,1,GCF4095,M8
SaCNP105_SC.contig_17.region001,SaCNP105_SC_c17_001,arenicola,1,GCF2046,M8
SaCNS342_FJ.contig_2.region004,SaCNS342_FJ_c2_004,arenicola,1,GCF2046,M8
SaCNX891_PM.contig_13.region001,SaCNX891_PM_c13_001,arenicola,1,GCF2046,M8
SpCNY498_PV.contig_3.region001,SpCNY498_PV_c3_001,pacifica,1,GCF3563,M8
SpCNR909_PL.contig_1.region001,SpCNR909_PL_c1_001,pacifica,1,GCF3563,M8
SpCNT084_FJ.contig_6.region001,SpCNT084_FJ_c6_001,pacifica,1,GCF3563,M8
SpCNT569_FJ.contig_0.region004,SpCNT569_FJ_c0_004,fenicalii,1,GCF4601,M8
SpCNR894_PL.contig_11.region001,SpCNR894_PL_c11_001,pacifica,1,GCF3563,M8
SpCNS860_FJ.contig_5.region002,SpCNS860_FJ_c5_002,oceanensis,1,GCF4095,M8
SaCNY486_PV.contig_1.region002,SaCNY486_PV_c1_002,arenicola,1,GCF2046,M8
StCNR699_BA.contig_2.region004,StCNR699_BA_c2_004,tropica,1,GCF4601,M8
SpCNQ768_GU.contig_2.region002,SpCNQ768_GU_c2_002,pacifica,1,GCF3563,M8
SaCNS820_FJ.contig_0.region005,SaCNS820_FJ_c0_005,arenicola,1,GCF2046,M8
StCNT261_BA.contig_2.region003,StCNT261_BA_c2_003,tropica,1,GCF4601,M8
SaCNS299_PL.contig_0.region004,SaCNS299_PL_c0_004,arenicola,1,GCF2046,M8
SpDSM45544_FJ.contig_0.region003,SpDSM45544_FJ_c0_003,pacifica,1,GCF3563,M8
SaCNH964_SC.contig_16.region001,SaCNH964_SC_c16_001,arenicola,1,GCF2046,M8
SpCNY239_FJ.contig_5.region001,SpCNY239_FJ_c5_001,pacifica,1,GCF3563,M8
SpCNT133_FJ.contig_5.region002,SpCNT133_FJ_c5_002,pacifica,1,GCF3563,M8
SpCNY330_SC.contig_34.region001,SpCNY330_SC_c34_001,pacifica,1,GCF3563,M8
SpCNY673_MD.contig_22.region001,SpCNY673_MD_c22_001,oceanensis,1,GCF4095,M8
SaCNY679_YU.contig_6.region002,SaCNY679_YU_c6_002,arenicola,1,GCF2046,M8
SaCNP193_SC.contig_6.region001,SaCNP193_SC_c6_001,arenicola,1,GCF2046,M8
SaCNX814_PM.contig_15.region001,SaCNX814_PM_c15_001,arenicola,1,GCF2046,M8
SpCNT001_FJ.contig_2.region001,SpCNT001_FJ_c2_001,pacifica,1,GCF3563,M8
SaCNT800_HI.contig_17.region001,SaCNT800_HI_c17_001,arenicola,1,GCF2046,M8
SaCNS744_FJ.contig_2.region004,SaCNS744_FJ_c2_004,arenicola,1,GCF2046,M8
SaCNR425_GU.contig_1.region004,SaCNR425_GU_c1_004,arenicola,1,GCF2046,M8
SaCNT849_HI.contig_4.region003,SaCNT849_HI_c4_003,arenicola,1,GCF2046,M8
SaCNT850_HI.contig_15.region001,SaCNT850_HI_c15_001,arenicola,1,GCF2046,M8
SpCNS996_FJ.contig_6.region001,SpCNS996_FJ_c6_001,oceanensis,1,GCF4095,M8
SpCNH732_RS.contig_4.region002,SpCNH732_RS_c4_002,pacifica,1,GCF3563,M8
SpCNT584_FJ.contig_0.region002,SpCNT584_FJ_c0_002,oceanensis,1,GCF4095,M8
SaCNS673_FJ.contig_4.region001,SaCNS673_FJ_c4_001,arenicola,1,GCF2046,M8
SaCNQ748_GU.contig_6.region001,SaCNQ748_GU_c6_001,arenicola,1,GCF2046,M8
SaCNB458_BA.contig_3.region001,SaCNB458_BA_c3_001,arenicola,1,GCF2046,M8
SaCNH643_BA.contig_1.region005,SaCNH643_BA_c1_005,arenicola,1,GCF2046,M8
SaDSM45545_FJ.contig_0.region010,SaDSM45545_FJ_c0_010,arenicola,1,GCF2046,M8
SaCNS051_PL.contig_2.region001,SaCNS051_PL_c2_001,arenicola,1,GCF2046,M8
SaCNH905_BA.contig_2.region001,SaCNH905_BA_c2_001,arenicola,1,GCF2046,M8
SaCNS205_PL.contig_0.region017,SaCNS205_PL_c0_017,arenicola,1,GCF2046,M8
SpCNS103_PL.contig_4.region001,SpCNS103_PL_c4_001,pacifica,1,GCF3563,M8
SaCNS243_PL.contig_1.region005,SaCNS243_PL_c1_005,arenicola,1,GCF2046,M8
StCNY681_YU.contig_3.region004,StCNY681_YU_c3_004,tropica,1,GCF4601,M8
SaCNT005_FJ.contig_4.region002,SaCNT005_FJ_c4_002,arenicola,1,GCF2046,M8
SaCNY280_FJ.contig_2.region003,SaCNY280_FJ_c2_003,arenicola,1,GCF2046,M8
SaCNR107_GU.contig_2.region005,SaCNR107_GU_c2_005,arenicola,1,GCF2046,M8
SpCNT855_HI.contig_3.region001,SpCNT855_HI_c3_001,pacifica,1,GCF3563,M8
SpCNR942_PL.contig_0.region004,SpCNR942_PL_c0_004,fenicalii,1,GCF4601,M8
SpCNS801_FJ.contig_9.region001,SpCNS801_FJ_c9_001,vitiensis,1,GCF4095,M8
SpCNY666_MD.contig_5.region001,SpCNY666_MD_c5_001,goodfellowii,1,GCF2046,M8
SpCNR510_GU.contig_3.region001,SpCNR510_GU_c3_001,pacifica,1,GCF3563,M8
SpDSM45547_FJ.contig_0.region019,SpDSM45547_FJ_c0_019,oceanensis,1,GCF4095,M8
SaCNB527_BA.contig_11.region001,SaCNB527_BA_c11_001,arenicola,1,GCF2046,M8
SaCNY230_FJ.contig_1.region004,SaCNY230_FJ_c1_004,arenicola,1,GCF2046,M8
SpCNT003_FJ.contig_10.region001,SpCNT003_FJ_c10_001,pacifica,1,GCF3563,M8
SpDSM45549_FJ.contig_0.region013,SpDSM45549_FJ_c0_013,mooreana,1,GCF4601,M8
SaCNT798_HI.contig_14.region001,SaCNT798_HI_c14_001,arenicola,1,GCF2046,M8
SaCNT859_HI.contig_2.region001,SaCNT859_HI_c2_001,arenicola,1,GCF2046,M8
SpCNS237_PL.contig_0.region001,SpCNS237_PL_c0_001,mooreana,1,GCF4601,M8
SaCNY256_FJ.contig_4.region001,SaCNY256_FJ_c4_001,arenicola,1,GCF2046,M8
SaCNY690_YU.contig_2.region002,SaCNY690_YU_c2_002,arenicola,1,GCF2046,M8
SaCNH996B_SC.contig_1.region002,SaCNH996B_SC_c1_002,arenicola,1,GCF2046,M8
SpCNY331_SC.contig_32.region001,SpCNY331_SC_c32_001,pacifica,1,GCF3563,M8
StCNT250_BA.contig_1.region004,StCNT250_BA_c1_004,tropica,1,GCF4601,M8
SaCNR921_PL.contig_2.region001,SaCNR921_PL_c2_001,arenicola,1,GCF2046,M8
SaCNH646_BA.contig_0.region003,SaCNH646_BA_c0_003,arenicola,1,GCF2046,M8
SpCNR114_GU.contig_2.region001,SpCNR114_GU_c2_001,pacifica,1,GCF3563,M8
StCNH898_BA.contig_2.region001,StCNH898_BA_c2_001,tropica,1,GCF4601,M8
SpCNY363_SC.contig_31.region001,SpCNY363_SC_c31_001,pacifica,1,GCF3563,M8
SaCNH941_SC.contig_7.region001,SaCNH941_SC_c7_001,arenicola,1,GCF2046,M8
SaCNH962_SC.contig_4.region002,SaCNH962_SC_c4_002,arenicola,1,GCF2046,M8
SaCNY011_BA.contig_17.region001,SaCNY011_BA_c17_001,arenicola,1,GCF2046,M8
SpCNY202_SC.contig_32.region001,SpCNY202_SC_c32_001,cortesiana,1,GCF2046,M8
StCNS416_BA.contig_2.region001,StCNS416_BA_c2_001,tropica,1,GCF4601,M8
SaCNH877_BA.contig_4.region001,SaCNH877_BA_c4_001,arenicola,1,GCF2046,M8
SaCNH963_SC.contig_5.region001,SaCNH963_SC_c5_001,arenicola,1,GCF2046,M8
SpCNY703_MD.contig_22.region001,SpCNY703_MD_c22_001,oceanensis,1,GCF4095,M8
SpCNT131_FJ.contig_7.region001,SpCNT131_FJ_c7_001,pacifica,1,GCF3563,M8
SpCNS055_PL.contig_0.region002,SpCNS055_PL_c0_002,vitiensis,1,GCF2046,M8
SaCNH996_SC.contig_77.region001,SaCNH996_SC_c77_001,arenicola,1,GCF2165,M9
SaCNX891_PM.contig_11.region002,SaCNX891_PM_c11_002,arenicola,1,GCF2558,M9
