Id	Label	clade	module	gcf.num	mod2gcf	bigscape.class	predicted.type
SpCNY646_RS.contig_8.region001	SpCNY646_RS_c8_001	mooreana	M17	GCF4046	M17_GCF4046	Terpene	terpene
SaCNS744_FJ.contig_11.region003	SaCNS744_FJ_c11_003	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SpCNT584_FJ.contig_0.region001	SpCNT584_FJ_c0_001	oceanensis	M17	GCF4094	M17_GCF4094	Terpene	terpene
SaCNH905_BA.contig_23.region001	SaCNH905_BA_c23_001	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SpCNY330_SC.contig_25.region001	SpCNY330_SC_c25_001	pacifica	M17	GCF4046	M17_GCF4046	Terpene	terpene
SaCNS848_FJ.contig_14.region001	SaCNS848_FJ_c14_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SpCNY202_SC.contig_22.region001	SpCNY202_SC_c22_001	cortesiana	M17	GCF4094	M17_GCF4094	Terpene	terpene
SaCNT849_HI.contig_12.region002	SaCNT849_HI_c12_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SaDSM45545_FJ.contig_0.region009	SaDSM45545_FJ_c0_009	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNS243_PL.contig_0.region002	SaCNS243_PL_c0_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
StCNB440_BA.contig_0.region009	StCNB440_BA_c0_009	tropica	M17	GCF4600	M17_GCF4600	Terpene	terpene
SaCNS673_FJ.contig_13.region002	SaCNS673_FJ_c13_002	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SpCNT569_FJ.contig_0.region005	SpCNT569_FJ_c0_005	fenicalii	M17	GCF4600	M17_GCF4600	Terpene	terpene
SaCNS342_FJ.contig_16.region001	SaCNS342_FJ_c16_001	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SaCNS299_PL.contig_19.region001	SaCNS299_PL_c19_001	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SaCNY231_FJ.contig_13.region003	SaCNY231_FJ_c13_003	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SpCNR114_GU.contig_24.region002	SpCNR114_GU_c24_002	pacifica	M17	GCF3581	M17_GCF3581	Terpene	terpene
SaCNX482_PM.contig_36.region001	SaCNX482_PM_c36_001	arenicola	M17	GCF3044	M17_GCF3044	Terpene	terpene
SpCNT854_HI.contig_1.region001	SpCNT854_HI_c1_001	oceanensis	M17	GCF4094	M17_GCF4094	Terpene	terpene
SaCNS296_PL.contig_14.region003	SaCNS296_PL_c14_003	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNH646_BA.contig_0.region005	SaCNH646_BA_c0_005	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SaCNT859_HI.contig_30.region002	SaCNT859_HI_c30_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SpCNH732_RS.contig_23.region001	SpCNH732_RS_c23_001	pacifica	M17	GCF3581	M17_GCF3581	Terpene	terpene
SaCNT849_HI.contig_12.region001	SaCNT849_HI_c12_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNY230_FJ.contig_5.region002	SaCNY230_FJ_c5_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SaCNY685_YU.contig_24.region001	SaCNY685_YU_c24_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SpCNS860_FJ.contig_16.region002	SpCNS860_FJ_c16_002	oceanensis	M17	GCF4057	M17_GCF4057	Terpene	terpene
SaCNH996_SC.contig_1.region001	SaCNH996_SC_c1_001	arenicola	M17	GCF4600	M17_GCF4600	Terpene	terpene
SaCNH877_BA.contig_24.region001	SaCNH877_BA_c24_001	arenicola	M17	GCF4046	M17_GCF4046	Terpene	terpene
SaCNR425_GU.contig_33.region001	SaCNR425_GU_c33_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNB527_BA.contig_36.region001	SaCNB527_BA_c36_001	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SpCNT029_FJ.contig_0.region008	SpCNT029_FJ_c0_008	oceanensis	M17	GCF4057	M17_GCF4057	Terpene	terpene
SaCNY011_BA.contig_14.region001	SaCNY011_BA_c14_001	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SaCNT799_HI.contig_2.region001	SaCNT799_HI_c2_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNX814_PM.contig_17.region003	SaCNX814_PM_c17_003	arenicola	M17	GCF3044	M17_GCF3044	Terpene	terpene
SpCNS860_FJ.contig_5.region001	SpCNS860_FJ_c5_001	oceanensis	M17	GCF4057	M17_GCF4057	Terpene	terpene
SaCNH905_BA.contig_34.region001	SaCNH905_BA_c34_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNY260_FJ.contig_15.region001	SaCNY260_FJ_c15_001	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SaCNP105_SC.contig_15.region002	SaCNP105_SC_c15_002	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNX481_PM.contig_32.region001	SaCNX481_PM_c32_001	arenicola	M17	GCF3044	M17_GCF3044	Terpene	terpene
SaCNQ748_GU.contig_20.region002	SaCNQ748_GU_c20_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SaCNS342_FJ.contig_31.region001	SaCNS342_FJ_c31_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
StCNB476_BA.contig_19.region001	StCNB476_BA_c19_001	tropica	M17	GCF4600	M17_GCF4600	Terpene	terpene
SaCNY231_FJ.contig_13.region002	SaCNY231_FJ_c13_002	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SaCNS299_PL.contig_19.region002	SaCNS299_PL_c19_002	arenicola	M17	GCF3044	M17_GCF3044	Terpene	terpene
SpCNS237_PL.contig_11.region001	SpCNS237_PL_c11_001	mooreana	M17	GCF4046	M17_GCF4046	Terpene	terpene
StCNS197_BA.contig_15.region001	StCNS197_BA_c15_001	tropica	M17	GCF4600	M17_GCF4600	Terpene	terpene
SaCNY244_FJ.contig_6.region001	SaCNY244_FJ_c6_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
StCNY678_YU.contig_11.region002	StCNY678_YU_c11_002	tropica	M17	GCF4600	M17_GCF4600	Terpene	terpene
SaCNT800_HI.contig_14.region002	SaCNT800_HI_c14_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SaCNY234_FJ.contig_12.region001	SaCNY234_FJ_c12_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SpCNT084_FJ.contig_15.region002	SpCNT084_FJ_c15_002	pacifica	M17	GCF4046	M17_GCF4046	Terpene	terpene
SaCNY234_FJ.contig_12.region002	SaCNY234_FJ_c12_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SpCNR942_PL.contig_0.region005	SpCNR942_PL_c0_005	fenicalii	M17	GCF4046	M17_GCF4046	Terpene	terpene
SpCNT124_FJ.contig_1.region004	SpCNT124_FJ_c1_004	oceanensis	M17	GCF4057	M17_GCF4057	Terpene	terpene
SpCNT133_FJ.contig_8.region003	SpCNT133_FJ_c8_003	pacifica	M17	GCF4094	M17_GCF4094	Terpene	terpene
SpCNY666_MD.contig_7.region001	SpCNY666_MD_c7_001	goodfellowii	M17	GCF4046	M17_GCF4046	Terpene	terpene
SpCNR114_GU.contig_24.region001	SpCNR114_GU_c24_001	pacifica	M17	GCF3581	M17_GCF3581	Terpene	terpene
SaCNY237_FJ.contig_15.region003	SaCNY237_FJ_c15_003	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SpCNY498_PV.contig_28.region001	SpCNY498_PV_c28_001	pacifica	M17	GCF4046	M17_GCF4046	Terpene	terpene
SpCNT796_HI.contig_20.region001	SpCNT796_HI_c20_001	pacifica	M17	GCF4046	M17_GCF4046	Terpene	terpene
SpCNT403_FJ.contig_19.region001	SpCNT403_FJ_c19_001	oceanensis	M17	GCF4057	M17_GCF4057	Terpene	terpene
SpCNS996_FJ.contig_14.region002	SpCNS996_FJ_c14_002	oceanensis	M17	GCF4057	M17_GCF4057	Terpene	terpene
SaCNQ884_GU.contig_20.region002	SaCNQ884_GU_c20_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SpCNY202_SC.contig_33.region001	SpCNY202_SC_c33_001	cortesiana	M17	GCF4057	M17_GCF4057	Terpene	terpene
SaCNY679_YU.contig_20.region001	SaCNY679_YU_c20_001	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SpCNT124_FJ.contig_1.region003	SpCNT124_FJ_c1_003	oceanensis	M17	GCF4094	M17_GCF4094	Terpene	terpene
SaCNY244_FJ.contig_6.region002	SaCNY244_FJ_c6_002	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SaCNX508_PM.contig_18.region002	SaCNX508_PM_c18_002	arenicola	M17	GCF3044	M17_GCF3044	Terpene	terpene
SaCNY486_PV.contig_1.region003	SaCNY486_PV_c1_003	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNH941_SC.contig_16.region002	SaCNH941_SC_c16_002	arenicola	M17	GCF4600	M17_GCF4600	Terpene	terpene
SpCNQ768_GU.contig_26.region001	SpCNQ768_GU_c26_001	pacifica	M17	GCF3581	M17_GCF3581	Terpene	terpene
SaCNS296_PL.contig_14.region002	SaCNS296_PL_c14_002	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SaCNY230_FJ.contig_5.region001	SaCNY230_FJ_c5_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNS848_FJ.contig_14.region002	SaCNS848_FJ_c14_002	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SaCNQ884_GU.contig_20.region001	SaCNQ884_GU_c20_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNY486_PV.contig_1.region004	SaCNY486_PV_c1_004	arenicola	M17	GCF4046	M17_GCF4046	Terpene	terpene
SaCNH963_SC.contig_26.region001	SaCNH963_SC_c26_001	arenicola	M17	GCF2025	M17_GCF2025	Terpene	terpene
SpCNT001_FJ.contig_20.region001	SpCNT001_FJ_c20_001	pacifica	M17	GCF3581	M17_GCF3581	Terpene	terpene
SpCNT029_FJ.contig_0.region007	SpCNT029_FJ_c0_007	oceanensis	M17	GCF4057	M17_GCF4057	Terpene	terpene
SaCNH963_SC.contig_29.region001	SaCNH963_SC_c29_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNB458_BA.contig_20.region001	SaCNB458_BA_c20_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNY679_YU.contig_32.region001	SaCNY679_YU_c32_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNT859_HI.contig_30.region001	SaCNT859_HI_c30_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SaCNY694_YU.contig_20.region001	SaCNY694_YU_c20_001	arenicola	M17	GCF2010	M17_GCF2010	Terpene	terpene
SpCNT609_FJ.contig_25.region001	SpCNT609_FJ_c25_001	pacifica	M17	GCF4094	M17_GCF4094	Terpene	terpene
SaCNX508_PM.contig_18.region001	SaCNX508_PM_c18_001	arenicola	M17	GCF3071	M17_GCF3071	Terpene	terpene
SpCNY239_FJ.contig_56.region001	SpCNY239_FJ_c56_001	pacifica	M170	GCF4296	M170_GCF4296	NRPS	NRPS
SpCNY330_SC.contig_36.region001	SpCNY330_SC_c36_001	pacifica	M171	GCF4315	M171_GCF4315	RiPPs	lanthipeptide
SpCNY330_SC.contig_78.region001	SpCNY330_SC_c78_001	pacifica	M172	GCF4323	M172_GCF4323	RiPPs	lanthipeptide
SpCNY331_SC.contig_118.region001	SpCNY331_SC_c118_001	pacifica	M173	GCF4327	M173_GCF4327	RiPPs	bacteriocin
SpCNY331_SC.contig_131.region001	SpCNY331_SC_c131_001	pacifica	M174	GCF4328	M174_GCF4328	RiPPs	lanthipeptide
SpCNY331_SC.contig_58.region001	SpCNY331_SC_c58_001	pacifica	M175	GCF4347	M175_GCF4347	NRPS	NRPS
SpCNY363_SC.contig_100.region001	SpCNY363_SC_c100_001	pacifica	M176	GCF4358	M176_GCF4358	NRPS	NRPS
SpCNY363_SC.contig_106.region001	SpCNY363_SC_c106_001	pacifica	M177	GCF4360	M177_GCF4360	NRPS	NRPS
SpCNY363_SC.contig_6.region001	SpCNY363_SC_c6_001	pacifica	M178	GCF4379	M178_GCF4379	RiPPs	lanthipeptide
SpCNY646_RS.contig_26.region001	SpCNY646_RS_c26_001	mooreana	M179	GCF4417	M179_GCF4417	RiPPs	lanthipeptide
StCNT261_BA.contig_21.region001	StCNT261_BA_c21_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
SpCNT003_FJ.contig_21.region001	SpCNT003_FJ_c21_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaDSM45545_FJ.contig_0.region014	SaDSM45545_FJ_c0_014	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNY498_PV.contig_14.region001	SpCNY498_PV_c14_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
StCNS416_BA.contig_22.region001	StCNS416_BA_c22_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
StCNS197_BA.contig_16.region001	StCNS197_BA_c16_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
StCNY681_YU.contig_19.region001	StCNY681_YU_c19_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
SaCNT857_HI.contig_19.region001	SaCNT857_HI_c19_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNR909_PL.contig_27.region001	SpCNR909_PL_c27_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNP193_SC.contig_19.region001	SaCNP193_SC_c19_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNY239_FJ.contig_13.region002	SpCNY239_FJ_c13_002	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
StCNR699_BA.contig_17.region002	StCNR699_BA_c17_002	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
StCNS197_BA.contig_21.region001	StCNS197_BA_c21_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
SaCNS848_FJ.contig_25.region001	SaCNS848_FJ_c25_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SpCNT131_FJ.contig_9.region002	SpCNT131_FJ_c9_002	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SpCNT855_HI.contig_21.region001	SpCNT855_HI_c21_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SpCNY331_SC.contig_38.region001	SpCNY331_SC_c38_001	pacifica	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SaCNH713_RS.contig_9.region002	SaCNH713_RS_c9_002	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNY230_FJ.contig_52.region001	SaCNY230_FJ_c52_001	arenicola	M18	GCF3400	M18_GCF3400	PKSI	T1PKS
SaCNT005_FJ.contig_27.region001	SaCNT005_FJ_c27_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
StCNS416_BA.contig_18.region001	StCNS416_BA_c18_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
SaCNY486_PV.contig_38.region001	SaCNY486_PV_c38_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
StCNH898_BA.contig_19.region001	StCNH898_BA_c19_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
SaCNT800_HI.contig_21.region001	SaCNT800_HI_c21_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNY363_SC.contig_42.region001	SpCNY363_SC_c42_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNH941_SC.contig_18.region001	SaCNH941_SC_c18_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNT609_FJ.contig_15.region002	SpCNT609_FJ_c15_002	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SpCNT084_FJ.contig_24.region001	SpCNT084_FJ_c24_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNY280_FJ.contig_21.region001	SaCNY280_FJ_c21_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
StCNB440_BA.contig_0.region013	StCNB440_BA_c0_013	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
StCNB476_BA.contig_24.region001	StCNB476_BA_c24_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
SaCNT849_HI.contig_21.region001	SaCNT849_HI_c21_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNT796_HI.contig_15.region001	SpCNT796_HI_c15_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNH964_SC.contig_40.region001	SaCNH964_SC_c40_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNY011_BA.contig_24.region001	SaCNY011_BA_c24_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNH996_SC.contig_71.region001	SaCNH996_SC_c71_001	arenicola	M18	GCF2532	M18_GCF2532	PKSI	T1PKS
SaCNH996_SC.contig_40.region001	SaCNH996_SC_c40_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
StCNY678_YU.contig_26.region001	StCNY678_YU_c26_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
StCNB476_BA.contig_14.region001	StCNB476_BA_c14_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
StCNY678_YU.contig_14.region001	StCNY678_YU_c14_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
SpCNT569_FJ.contig_7.region001	SpCNT569_FJ_c7_001	fenicalii	M18	GCF4090	M18_GCF4090	PKSI	T1PKS
SaCNY486_PV.contig_61.region001	SaCNY486_PV_c61_001	arenicola	M18	GCF3400	M18_GCF3400	PKSI	T1PKS
SaCNS848_FJ.contig_36.region001	SaCNS848_FJ_c36_001	arenicola	M18	GCF2532	M18_GCF2532	PKSI	T1PKS
SpCNR510_GU.contig_11.region001	SpCNR510_GU_c11_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNT850_HI.contig_26.region001	SaCNT850_HI_c26_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNY330_SC.contig_18.region002	SpCNY330_SC_c18_002	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNP105_SC.contig_36.region001	SaCNP105_SC_c36_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNH964_SC.contig_35.region001	SaCNH964_SC_c35_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
StCNT261_BA.contig_12.region001	StCNT261_BA_c12_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
SaCNS296_PL.contig_16.region001	SaCNS296_PL_c16_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SaCNH643_BA.contig_17.region001	SaCNH643_BA_c17_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNS055_PL.contig_17.region001	SpCNS055_PL_c17_001	vitiensis	M18	GCF4090	M18_GCF4090	PKSI	T1PKS
SaCNS296_PL.contig_26.region001	SaCNS296_PL_c26_001	arenicola	M18	GCF2532	M18_GCF2532	PKSI	T1PKS
StCNY012_BA.contig_15.region001	StCNY012_BA_c15_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
SaCNY679_YU.contig_18.region002	SaCNY679_YU_c18_002	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNH996B_SC.contig_77.region001	SaCNH996B_SC_c77_001	arenicola	M18	GCF2532	M18_GCF2532	PKSI	T1PKS
SpCNY331_SC.contig_14.region002	SpCNY331_SC_c14_002	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
StCNB536_BA.contig_18.region001	StCNB536_BA_c18_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
SpCNT603_FJ.contig_11.region002	SpCNT603_FJ_c11_002	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNY280_FJ.contig_25.region001	SaCNY280_FJ_c25_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNP105_SC.contig_31.region001	SaCNP105_SC_c31_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNH905_BA.contig_11.region002	SaCNH905_BA_c11_002	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
StCNT250_BA.contig_17.region001	StCNT250_BA_c17_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
SpCNT569_FJ.contig_23.region001	SpCNT569_FJ_c23_001	fenicalii	M18	GCF4090	M18_GCF4090	PKSI	T1PKS
SpCNR942_PL.contig_27.region001	SpCNR942_PL_c27_001	fenicalii	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNH996B_SC.contig_42.region001	SaCNH996B_SC_c42_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SaCNT799_HI.contig_25.region001	SaCNT799_HI_c25_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpDSM45549_FJ.contig_0.region003	SpDSM45549_FJ_c0_003	mooreana	M18	GCF4090	M18_GCF4090	PKSI	T1PKS
SaCNS848_FJ.contig_29.region001	SaCNS848_FJ_c29_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNR894_PL.contig_3.region001	SpCNR894_PL_c3_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SpCNQ768_GU.contig_6.region003	SpCNQ768_GU_c6_003	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SpDSM45544_FJ.contig_0.region022	SpDSM45544_FJ_c0_022	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
StCNT250_BA.contig_14.region001	StCNT250_BA_c14_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
SpCNR942_PL.contig_0.region001	SpCNR942_PL_c0_001	fenicalii	M18	GCF4090	M18_GCF4090	PKSI	T1PKS
StCNY681_YU.contig_13.region001	StCNY681_YU_c13_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
SpCNT133_FJ.contig_35.region001	SpCNT133_FJ_c35_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SpCNY331_SC.contig_83.region001	SpCNY331_SC_c83_001	pacifica	M18	GCF2532	M18_GCF2532	PKSI	T1PKS
SaCNT005_FJ.contig_36.region001	SaCNT005_FJ_c36_001	arenicola	M18	GCF2532	M18_GCF2532	PKSI	T1PKS
SaCNH646_BA.contig_13.region001	SaCNH646_BA_c13_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNY486_PV.contig_55.region001	SaCNY486_PV_c55_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SaCNT798_HI.contig_23.region001	SaCNT798_HI_c23_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNY231_FJ.contig_18.region001	SaCNY231_FJ_c18_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SpCNS055_PL.contig_20.region001	SpCNS055_PL_c20_001	vitiensis	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SaCNS299_PL.contig_21.region001	SaCNS299_PL_c21_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SaCNH877_BA.contig_21.region001	SaCNH877_BA_c21_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNH732_RS.contig_26.region001	SpCNH732_RS_c26_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
StCNR699_BA.contig_21.region001	StCNR699_BA_c21_001	tropica	M18	GCF4604	M18_GCF4604	PKSI	T1PKS
StCNY012_BA.contig_17.region001	StCNY012_BA_c17_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
SpCNY363_SC.contig_32.region001	SpCNY363_SC_c32_001	pacifica	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SpCNY363_SC.contig_73.region001	SpCNY363_SC_c73_001	pacifica	M18	GCF3400	M18_GCF3400	PKSI	T1PKS
StCNH898_BA.contig_23.region001	StCNH898_BA_c23_001	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
SpCNT001_FJ.contig_33.region001	SpCNT001_FJ_c33_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNY230_FJ.contig_37.region001	SaCNY230_FJ_c37_001	arenicola	M18	GCF2531	M18_GCF2531	PKSI	T1PKS
SpCNT851_HI.contig_15.region002	SpCNT851_HI_c15_002	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SaCNY231_FJ.contig_20.region001	SaCNY231_FJ_c20_001	arenicola	M18	GCF2532	M18_GCF2532	PKSI	T1PKS
SaCNS299_PL.contig_24.region001	SaCNS299_PL_c24_001	arenicola	M18	GCF2532	M18_GCF2532	PKSI	T1PKS
StCNB440_BA.contig_0.region002	StCNB440_BA_c0_002	tropica	M18	GCF4593	M18_GCF4593	PKSI	T1PKS
SaCNT859_HI.contig_26.region001	SaCNT859_HI_c26_001	arenicola	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNR114_GU.contig_31.region001	SpCNR114_GU_c31_001	pacifica	M18	GCF3558	M18_GCF3558	PKSI	T1PKS
SpCNS103_PL.contig_20.region002	SpCNS103_PL_c20_002	pacifica	M18	GCF2027	M18_GCF2027	PKSI	T1PKS
SpCNY646_RS.contig_7.region001	SpCNY646_RS_c7_001	mooreana	M180	GCF4426	M180_GCF4426	Others	NRPS.arylpolyene
SpCNY666_MD.contig_12.region001	SpCNY666_MD_c12_001	goodfellowii	M181	GCF4434	M181_GCF4434	PKSI	T1PKS
SpCNY666_MD.contig_12.region002	SpCNY666_MD_c12_002	goodfellowii	M182	GCF4435	M182_GCF4435	Others	lanthipeptide.NRPS-like
SpCNY666_MD.contig_20.region001	SpCNY666_MD_c20_001	goodfellowii	M183	GCF4439	M183_GCF4439	NRPS	NRPS
SpCNY666_MD.contig_22.region001	SpCNY666_MD_c22_001	goodfellowii	M184	GCF4440	M184_GCF4440	NRPS	NRPS-like
SpCNY666_MD.contig_30.region001	SpCNY666_MD_c30_001	goodfellowii	M185	GCF4445	M185_GCF4445	Others	ladderane
SpCNY666_MD.contig_31.region001	SpCNY666_MD_c31_001	goodfellowii	M186	GCF4446	M186_GCF4446	NRPS	NRPS
SpCNY666_MD.contig_45.region001	SpCNY666_MD_c45_001	goodfellowii	M187	GCF4450	M187_GCF4450	Others	other
SpCNY666_MD.contig_54.region001	SpCNY666_MD_c54_001	goodfellowii	M188	GCF4453	M188_GCF4453	PKSI	T1PKS
SpCNY666_MD.contig_60.region001	SpCNY666_MD_c60_001	goodfellowii	M189	GCF4454	M189_GCF4454	PKSI	T1PKS
SpCNY330_SC.contig_75.region001	SpCNY330_SC_c75_001	pacifica	M19	GCF3561	M19_GCF3561	PKSI	T1PKS
SaCNR921_PL.contig_8.region001	SaCNR921_PL_c8_001	arenicola	M19	GCF2012	M19_GCF2012	PKSI	T1PKS
