"Id","Label","clade","size","GCF.num"
"SaCNR107_GU.contig_20.region001","SaCNR107_GU_c20_001","arenicola","1","GCF2335"
"SaCNR107_GU.contig_23.region001","SaCNR107_GU_c23_001","arenicola","1","GCF2686"
"SaCNR107_GU.contig_4.region001","SaCNR107_GU_c4_001","arenicola","1","GCF2414"
"SaCNR107_GU.contig_4.region002","SaCNR107_GU_c4_002","arenicola","1","GCF2428"
"SaCNR107_GU.contig_6.region001","SaCNR107_GU_c6_001","arenicola","1","GCF2045"
"SaCNR107_GU.contig_7.region001","SaCNR107_GU_c7_001","arenicola","1","GCF3070"
"SaCNR107_GU.contig_8.region001","SaCNR107_GU_c8_001","arenicola","1","GCF2165"
"SaCNR107_GU.contig_8.region002","SaCNR107_GU_c8_002","arenicola","1","GCF2557"
"SaCNR107_GU.contig_9.region001","SaCNR107_GU_c9_001","arenicola","1","GCF1958"
"SaCNR425_GU.contig_1.region001","SaCNR425_GU_c1_001","arenicola","1","GCF3069"
"SaCNR425_GU.contig_1.region002","SaCNR425_GU_c1_002","arenicola","1","GCF3327"
"SaCNR425_GU.contig_1.region003","SaCNR425_GU_c1_003","arenicola","1","GCF2047"
"SaCNR425_GU.contig_1.region004","SaCNR425_GU_c1_004","arenicola","1","GCF2046"
"SaCNR425_GU.contig_10.region001","SaCNR425_GU_c10_001","arenicola","1","GCF3313"
"SaCNR425_GU.contig_10.region002","SaCNR425_GU_c10_002","arenicola","1","GCF1937"
"SaCNR425_GU.contig_11.region001","SaCNR425_GU_c11_001","arenicola","1","GCF2414"
"SaCNR425_GU.contig_12.region001","SaCNR425_GU_c12_001","arenicola","1","GCF3071"
"SaCNR425_GU.contig_12.region002","SaCNR425_GU_c12_002","arenicola","1","GCF2890"
"SaCNR425_GU.contig_14.region001","SaCNR425_GU_c14_001","arenicola","1","GCF2550"
"SaCNR425_GU.contig_14.region002","SaCNR425_GU_c14_002","arenicola","1","GCF2428"
"SaCNR425_GU.contig_16.region001","SaCNR425_GU_c16_001","arenicola","1","GCF3040"
"SaCNR425_GU.contig_17.region001","SaCNR425_GU_c17_001","arenicola","1","GCF3059"
"SaCNR425_GU.contig_18.region001","SaCNR425_GU_c18_001","arenicola","1","GCF3047"
"SaCNR425_GU.contig_21.region001","SaCNR425_GU_c21_001","arenicola","1","GCF2165"
"SaCNR425_GU.contig_21.region002","SaCNR425_GU_c21_002","arenicola","1","GCF2557"
"SaCNR425_GU.contig_24.region001","SaCNR425_GU_c24_001","arenicola","1","GCF3248"
"SaCNR425_GU.contig_3.region001","SaCNR425_GU_c3_001","arenicola","1","GCF2547"
"SaCNR425_GU.contig_33.region001","SaCNR425_GU_c33_001","arenicola","1","GCF2010"
"SaCNR425_GU.contig_34.region001","SaCNR425_GU_c34_001","arenicola","1","GCF2363"
"SaCNR425_GU.contig_35.region001","SaCNR425_GU_c35_001","arenicola","1","GCF3537"
"SaCNR425_GU.contig_38.region001","SaCNR425_GU_c38_001","arenicola","1","GCF2541"
"SaCNR425_GU.contig_40.region001","SaCNR425_GU_c40_001","arenicola","1","GCF2044"
"SaCNR425_GU.contig_46.region001","SaCNR425_GU_c46_001","arenicola","1","GCF2367"
"SaCNR425_GU.contig_5.region001","SaCNR425_GU_c5_001","arenicola","1","GCF2423"
"SaCNR425_GU.contig_5.region002","SaCNR425_GU_c5_002","arenicola","1","GCF2040"
"SaCNR425_GU.contig_7.region001","SaCNR425_GU_c7_001","arenicola","1","GCF2045"
"SaCNR425_GU.contig_8.region001","SaCNR425_GU_c8_001","arenicola","1","GCF2530"
"SaCNR425_GU.contig_9.region001","SaCNR425_GU_c9_001","arenicola","1","GCF2038"
"SaCNR921_PL.contig_0.region001","SaCNR921_PL_c0_001","arenicola","1","GCF2547"
"SaCNR921_PL.contig_0.region002","SaCNR921_PL_c0_002","arenicola","1","GCF2890"
"SaCNR921_PL.contig_0.region003","SaCNR921_PL_c0_003","arenicola","1","GCF2423"
"SaCNR921_PL.contig_0.region004","SaCNR921_PL_c0_004","arenicola","1","GCF2045"
"SaCNR921_PL.contig_1.region001","SaCNR921_PL_c1_001","arenicola","1","GCF2530"
"SaCNR921_PL.contig_10.region001","SaCNR921_PL_c10_001","arenicola","1","GCF1958"
"SaCNR921_PL.contig_11.region001","SaCNR921_PL_c11_001","arenicola","1","GCF2557"
"SaCNR921_PL.contig_11.region002","SaCNR921_PL_c11_002","arenicola","1","GCF2165"
"SaCNR921_PL.contig_12.region001","SaCNR921_PL_c12_001","arenicola","1","GCF3047"
"SaCNR921_PL.contig_15.region001","SaCNR921_PL_c15_001","arenicola","1","GCF2172"
"SaCNR921_PL.contig_15.region002","SaCNR921_PL_c15_002","arenicola","1","GCF1937"
"SaCNR921_PL.contig_17.region001","SaCNR921_PL_c17_001","arenicola","1","GCF1958"
"SaCNR921_PL.contig_18.region001","SaCNR921_PL_c18_001","arenicola","1","GCF2010"
"SaCNR921_PL.contig_18.region002","SaCNR921_PL_c18_002","arenicola","1","GCF3071"
"SaCNR921_PL.contig_2.region001","SaCNR921_PL_c2_001","arenicola","1","GCF2046"
"SaCNR921_PL.contig_2.region002","SaCNR921_PL_c2_002","arenicola","1","GCF2047"
"SaCNR921_PL.contig_2.region003","SaCNR921_PL_c2_003","arenicola","1","GCF3327"
"SaCNR921_PL.contig_2.region004","SaCNR921_PL_c2_004","arenicola","1","GCF3069"
"SaCNR921_PL.contig_2.region005","SaCNR921_PL_c2_005","arenicola","1","GCF1429"
"SaCNR921_PL.contig_4.region001","SaCNR921_PL_c4_001","arenicola","1","GCF2414"
"SaCNR921_PL.contig_4.region002","SaCNR921_PL_c4_002","arenicola","1","GCF2428"
"SaCNR921_PL.contig_5.region001","SaCNR921_PL_c5_001","arenicola","1","GCF3059"
"SaCNR921_PL.contig_6.region001","SaCNR921_PL_c6_001","arenicola","1","GCF3433"
"SaCNR921_PL.contig_8.region001","SaCNR921_PL_c8_001","arenicola","1","GCF2012"
"SaCNR921_PL.contig_9.region001","SaCNR921_PL_c9_001","arenicola","1","GCF3040"
"SaCNS051_PL.contig_0.region001","SaCNS051_PL_c0_001","arenicola","1","GCF2530"
"SaCNS051_PL.contig_1.region001","SaCNS051_PL_c1_001","arenicola","1","GCF3059"
"SaCNS051_PL.contig_10.region001","SaCNS051_PL_c10_001","arenicola","1","GCF2165"
"SaCNS051_PL.contig_10.region002","SaCNS051_PL_c10_002","arenicola","1","GCF2557"
"SaCNS051_PL.contig_17.region001","SaCNS051_PL_c17_001","arenicola","1","GCF1958"
"SaCNS051_PL.contig_18.region001","SaCNS051_PL_c18_001","arenicola","1","GCF3248"
"SaCNS051_PL.contig_19.region001","SaCNS051_PL_c19_001","arenicola","1","GCF2939"
"SaCNS051_PL.contig_2.region001","SaCNS051_PL_c2_001","arenicola","1","GCF2046"
"SaCNS051_PL.contig_2.region002","SaCNS051_PL_c2_002","arenicola","1","GCF2047"
"SaCNS051_PL.contig_2.region003","SaCNS051_PL_c2_003","arenicola","1","GCF3327"
"SaCNS051_PL.contig_2.region004","SaCNS051_PL_c2_004","arenicola","1","GCF3069"
"SaCNS051_PL.contig_20.region001","SaCNS051_PL_c20_001","arenicola","1","GCF1958"
"SaCNS051_PL.contig_26.region001","SaCNS051_PL_c26_001","arenicola","1","GCF2410"
"SaCNS051_PL.contig_29.region001","SaCNS051_PL_c29_001","arenicola","1","GCF3040"
"SaCNS051_PL.contig_3.region001","SaCNS051_PL_c3_001","arenicola","1","GCF2547"
"SaCNS051_PL.contig_36.region001","SaCNS051_PL_c36_001","arenicola","1","GCF2012"
"SaCNS051_PL.contig_38.region001","SaCNS051_PL_c38_001","arenicola","1","GCF2414"
"SaCNS051_PL.contig_4.region001","SaCNS051_PL_c4_001","arenicola","1","GCF2045"
"SaCNS051_PL.contig_5.region001","SaCNS051_PL_c5_001","arenicola","1","GCF2040"
"SaCNS051_PL.contig_51.region001","SaCNS051_PL_c51_001","arenicola","1","GCF2044"
"SaCNS051_PL.contig_6.region001","SaCNS051_PL_c6_001","arenicola","1","GCF1937"
"SaCNS051_PL.contig_6.region002","SaCNS051_PL_c6_002","arenicola","1","GCF2172"
"SaCNS051_PL.contig_79.region001","SaCNS051_PL_c79_001","arenicola","1","GCF2420"
"SaCNS051_PL.contig_8.region001","SaCNS051_PL_c8_001","arenicola","1","GCF2428"
"SaCNS051_PL.contig_83.region001","SaCNS051_PL_c83_001","arenicola","1","GCF2422"
"SaCNS051_PL.contig_9.region001","SaCNS051_PL_c9_001","arenicola","1","GCF2423"
"SaCNS051_PL.contig_9.region002","SaCNS051_PL_c9_002","arenicola","1","GCF2559"
"SaCNS051_PL.contig_9.region003","SaCNS051_PL_c9_003","arenicola","1","GCF3071"
"SaCNS051_PL.contig_9.region004","SaCNS051_PL_c9_004","arenicola","1","GCF2010"
"SaCNS205_PL.contig_0.region001","SaCNS205_PL_c0_001","arenicola","1","GCF2414"
"SaCNS205_PL.contig_0.region002","SaCNS205_PL_c0_002","arenicola","1","GCF2428"
"SaCNS205_PL.contig_0.region003","SaCNS205_PL_c0_003","arenicola","1","GCF2023"
"SaCNS205_PL.contig_0.region004","SaCNS205_PL_c0_004","arenicola","1","GCF2547"
"SaCNS205_PL.contig_0.region005","SaCNS205_PL_c0_005","arenicola","1","GCF2040"
"SaCNS205_PL.contig_0.region006","SaCNS205_PL_c0_006","arenicola","1","GCF2557"
"SaCNS205_PL.contig_0.region007","SaCNS205_PL_c0_007","arenicola","1","GCF2165"
"SaCNS205_PL.contig_0.region008","SaCNS205_PL_c0_008","arenicola","1","GCF3059"
"SaCNS205_PL.contig_0.region009","SaCNS205_PL_c0_009","arenicola","1","GCF3047"
"SaCNS205_PL.contig_0.region010","SaCNS205_PL_c0_010","arenicola","1","GCF1937"
"SaCNS205_PL.contig_0.region011","SaCNS205_PL_c0_011","arenicola","1","GCF3313"
"SaCNS205_PL.contig_0.region012","SaCNS205_PL_c0_012","arenicola","1","GCF2045"
"SaCNS205_PL.contig_0.region013","SaCNS205_PL_c0_013","arenicola","1","GCF2686"
"SaCNS205_PL.contig_0.region014","SaCNS205_PL_c0_014","arenicola","1","GCF2559"
"SaCNS205_PL.contig_0.region015","SaCNS205_PL_c0_015","arenicola","1","GCF3071"
"SaCNS205_PL.contig_0.region016","SaCNS205_PL_c0_016","arenicola","1","GCF2010"
"SaCNS205_PL.contig_0.region017","SaCNS205_PL_c0_017","arenicola","1","GCF2046"
"SaCNS205_PL.contig_0.region018","SaCNS205_PL_c0_018","arenicola","1","GCF2047"
"SaCNS205_PL.contig_0.region019","SaCNS205_PL_c0_019","arenicola","1","GCF3327"
"SaCNS205_PL.contig_0.region020","SaCNS205_PL_c0_020","arenicola","1","GCF3069"
"SaCNS205_PL.contig_0.region021","SaCNS205_PL_c0_021","arenicola","1","GCF3248"
"SaCNS205_PL.contig_0.region022","SaCNS205_PL_c0_022","arenicola","1","GCF3537"
"SaCNS205_PL.contig_0.region023","SaCNS205_PL_c0_023","arenicola","1","GCF2530"
"SaCNS205_PL.contig_0.region024","SaCNS205_PL_c0_024","arenicola","1","GCF329"
"SaCNS205_PL.contig_0.region025","SaCNS205_PL_c0_025","arenicola","1","GCF3070"
"SaCNS205_PL.contig_0.region026","SaCNS205_PL_c0_026","arenicola","1","GCF1958"
"SaCNS205_PL.contig_0.region027","SaCNS205_PL_c0_027","arenicola","1","GCF1958"
"SaCNS243_PL.contig_0.region001","SaCNS243_PL_c0_001","arenicola","1","GCF2530"
"SaCNS243_PL.contig_0.region002","SaCNS243_PL_c0_002","arenicola","1","GCF3071"
"SaCNS243_PL.contig_0.region003","SaCNS243_PL_c0_003","arenicola","1","GCF2010"
"SaCNS243_PL.contig_1.region001","SaCNS243_PL_c1_001","arenicola","1","GCF1429"
"SaCNS243_PL.contig_1.region002","SaCNS243_PL_c1_002","arenicola","1","GCF3069"
"SaCNS243_PL.contig_1.region003","SaCNS243_PL_c1_003","arenicola","1","GCF3327"
"SaCNS243_PL.contig_1.region004","SaCNS243_PL_c1_004","arenicola","1","GCF2047"
"SaCNS243_PL.contig_1.region005","SaCNS243_PL_c1_005","arenicola","1","GCF2046"
"SaCNS243_PL.contig_10.region001","SaCNS243_PL_c10_001","arenicola","1","GCF2462"
"SaCNS243_PL.contig_10.region002","SaCNS243_PL_c10_002","arenicola","1","GCF2547"
"SaCNS243_PL.contig_14.region001","SaCNS243_PL_c14_001","arenicola","1","GCF2165"
"SaCNS243_PL.contig_14.region002","SaCNS243_PL_c14_002","arenicola","1","GCF2557"
"SaCNS243_PL.contig_15.region001","SaCNS243_PL_c15_001","arenicola","1","GCF3047"
"SaCNS243_PL.contig_16.region001","SaCNS243_PL_c16_001","arenicola","1","GCF2414"
"SaCNS243_PL.contig_17.region001","SaCNS243_PL_c17_001","arenicola","1","GCF3313"
"SaCNS243_PL.contig_17.region002","SaCNS243_PL_c17_002","arenicola","1","GCF1937"
"SaCNS243_PL.contig_18.region001","SaCNS243_PL_c18_001","arenicola","1","GCF3756"
"SaCNS243_PL.contig_2.region001","SaCNS243_PL_c2_001","arenicola","1","GCF3059"
"SaCNS243_PL.contig_20.region001","SaCNS243_PL_c20_001","arenicola","1","GCF2559"
"SaCNS243_PL.contig_20.region002","SaCNS243_PL_c20_002","arenicola","1","GCF2423"
"SaCNS243_PL.contig_24.region001","SaCNS243_PL_c24_001","arenicola","1","GCF3070"
"SaCNS243_PL.contig_3.region001","SaCNS243_PL_c3_001","arenicola","1","GCF2040"
"SaCNS243_PL.contig_30.region001","SaCNS243_PL_c30_001","arenicola","1","GCF1995"
"SaCNS243_PL.contig_33.region001","SaCNS243_PL_c33_001","arenicola","1","GCF2014"
"SaCNS243_PL.contig_34.region001","SaCNS243_PL_c34_001","arenicola","1","GCF2278"
"SaCNS243_PL.contig_35.region001","SaCNS243_PL_c35_001","arenicola","1","GCF2044"
"SaCNS243_PL.contig_44.region001","SaCNS243_PL_c44_001","arenicola","1","GCF2280"
"SaCNS243_PL.contig_6.region001","SaCNS243_PL_c6_001","arenicola","1","GCF2045"
"SaCNS243_PL.contig_6.region002","SaCNS243_PL_c6_002","arenicola","1","GCF2686"
"SaCNS243_PL.contig_7.region001","SaCNS243_PL_c7_001","arenicola","1","GCF2428"
"SaCNS243_PL.contig_8.region001","SaCNS243_PL_c8_001","arenicola","1","GCF1958"
"SaCNS243_PL.contig_8.region002","SaCNS243_PL_c8_002","arenicola","1","GCF1958"
"SaCNS296_PL.contig_0.region001","SaCNS296_PL_c0_001","arenicola","1","GCF2530"
"SaCNS296_PL.contig_1.region001","SaCNS296_PL_c1_001","arenicola","1","GCF2547"
"SaCNS296_PL.contig_1.region002","SaCNS296_PL_c1_002","arenicola","1","GCF2671"
"SaCNS296_PL.contig_10.region001","SaCNS296_PL_c10_001","arenicola","1","GCF3313"
"SaCNS296_PL.contig_10.region002","SaCNS296_PL_c10_002","arenicola","1","GCF1937"
"SaCNS296_PL.contig_14.region001","SaCNS296_PL_c14_001","arenicola","1","GCF2559"
"SaCNS296_PL.contig_14.region002","SaCNS296_PL_c14_002","arenicola","1","GCF2025"
"SaCNS296_PL.contig_14.region003","SaCNS296_PL_c14_003","arenicola","1","GCF2010"
"SaCNS296_PL.contig_15.region001","SaCNS296_PL_c15_001","arenicola","1","GCF2046"
"SaCNS296_PL.contig_16.region001","SaCNS296_PL_c16_001","arenicola","1","GCF2531"
"SaCNS296_PL.contig_20.region001","SaCNS296_PL_c20_001","arenicola","1","GCF3059"
"SaCNS296_PL.contig_24.region001","SaCNS296_PL_c24_001","arenicola","1","GCF3070"
"SaCNS296_PL.contig_26.region001","SaCNS296_PL_c26_001","arenicola","1","GCF2532"
"SaCNS296_PL.contig_27.region001","SaCNS296_PL_c27_001","arenicola","1","GCF1995"
"SaCNS296_PL.contig_28.region001","SaCNS296_PL_c28_001","arenicola","1","GCF2423"
"SaCNS296_PL.contig_3.region001","SaCNS296_PL_c3_001","arenicola","1","GCF2557"
"SaCNS296_PL.contig_3.region002","SaCNS296_PL_c3_002","arenicola","1","GCF2558"
"SaCNS296_PL.contig_36.region001","SaCNS296_PL_c36_001","arenicola","1","GCF2044"
"SaCNS296_PL.contig_37.region001","SaCNS296_PL_c37_001","arenicola","1","GCF2504"
"SaCNS296_PL.contig_4.region001","SaCNS296_PL_c4_001","arenicola","1","GCF1958"
"SaCNS296_PL.contig_4.region002","SaCNS296_PL_c4_002","arenicola","1","GCF1958"
"SaCNS296_PL.contig_5.region001","SaCNS296_PL_c5_001","arenicola","1","GCF2414"
"SaCNS296_PL.contig_5.region002","SaCNS296_PL_c5_002","arenicola","1","GCF2428"
"SaCNS296_PL.contig_6.region001","SaCNS296_PL_c6_001","arenicola","1","GCF2047"
"SaCNS296_PL.contig_6.region002","SaCNS296_PL_c6_002","arenicola","1","GCF3327"
"SaCNS296_PL.contig_6.region003","SaCNS296_PL_c6_003","arenicola","1","GCF3069"
"SaCNS296_PL.contig_7.region001","SaCNS296_PL_c7_001","arenicola","1","GCF2045"
"SaCNS296_PL.contig_7.region002","SaCNS296_PL_c7_002","arenicola","1","GCF2686"
"SaCNS296_PL.contig_9.region001","SaCNS296_PL_c9_001","arenicola","1","GCF2040"
"SaCNS299_PL.contig_0.region001","SaCNS299_PL_c0_001","arenicola","1","GCF3069"
"SaCNS299_PL.contig_0.region002","SaCNS299_PL_c0_002","arenicola","1","GCF3327"
"SaCNS299_PL.contig_0.region003","SaCNS299_PL_c0_003","arenicola","1","GCF2047"
"SaCNS299_PL.contig_0.region004","SaCNS299_PL_c0_004","arenicola","1","GCF2046"
"SaCNS299_PL.contig_1.region001","SaCNS299_PL_c1_001","arenicola","1","GCF2042"
"SaCNS299_PL.contig_10.region001","SaCNS299_PL_c10_001","arenicola","1","GCF3059"
"SaCNS299_PL.contig_11.region001","SaCNS299_PL_c11_001","arenicola","1","GCF2547"
"SaCNS299_PL.contig_12.region001","SaCNS299_PL_c12_001","arenicola","1","GCF2165"
"SaCNS299_PL.contig_12.region002","SaCNS299_PL_c12_002","arenicola","1","GCF2557"
"SaCNS299_PL.contig_13.region001","SaCNS299_PL_c13_001","arenicola","1","GCF1958"
"SaCNS299_PL.contig_18.region001","SaCNS299_PL_c18_001","arenicola","1","GCF1958"
"SaCNS299_PL.contig_19.region001","SaCNS299_PL_c19_001","arenicola","1","GCF3071"
"SaCNS299_PL.contig_19.region002","SaCNS299_PL_c19_002","arenicola","1","GCF3044"
"SaCNS299_PL.contig_2.region001","SaCNS299_PL_c2_001","arenicola","1","GCF2414"
"SaCNS299_PL.contig_2.region002","SaCNS299_PL_c2_002","arenicola","1","GCF2428"
"SaCNS299_PL.contig_20.region001","SaCNS299_PL_c20_001","arenicola","1","GCF2530"
"SaCNS299_PL.contig_21.region001","SaCNS299_PL_c21_001","arenicola","1","GCF2531"
"SaCNS299_PL.contig_24.region001","SaCNS299_PL_c24_001","arenicola","1","GCF2532"
"SaCNS299_PL.contig_26.region001","SaCNS299_PL_c26_001","arenicola","1","GCF3070"
"SaCNS299_PL.contig_29.region001","SaCNS299_PL_c29_001","arenicola","1","GCF2423"
"SaCNS299_PL.contig_33.region001","SaCNS299_PL_c33_001","arenicola","1","GCF3756"
"SaCNS299_PL.contig_34.region001","SaCNS299_PL_c34_001","arenicola","1","GCF3248"
"SaCNS299_PL.contig_35.region001","SaCNS299_PL_c35_001","arenicola","1","GCF2537"
"SaCNS299_PL.contig_36.region001","SaCNS299_PL_c36_001","arenicola","1","GCF2538"
"SaCNS299_PL.contig_37.region001","SaCNS299_PL_c37_001","arenicola","1","GCF2559"
"SaCNS299_PL.contig_40.region001","SaCNS299_PL_c40_001","arenicola","1","GCF2540"
"SaCNS299_PL.contig_43.region001","SaCNS299_PL_c43_001","arenicola","1","GCF2541"
"SaCNS299_PL.contig_44.region001","SaCNS299_PL_c44_001","arenicola","1","GCF2044"
"SaCNS299_PL.contig_5.region001","SaCNS299_PL_c5_001","arenicola","1","GCF1937"
"SaCNS299_PL.contig_5.region002","SaCNS299_PL_c5_002","arenicola","1","GCF3313"
"SaCNS299_PL.contig_7.region001","SaCNS299_PL_c7_001","arenicola","1","GCF2045"
"SaCNS299_PL.contig_8.region001","SaCNS299_PL_c8_001","arenicola","1","GCF2040"
"SaCNS325_PL.contig_0.region001","SaCNS325_PL_c0_001","arenicola","1","GCF2547"
"SaCNS325_PL.contig_1.region001","SaCNS325_PL_c1_001","arenicola","1","GCF2939"
"SaCNS325_PL.contig_1.region002","SaCNS325_PL_c1_002","arenicola","1","GCF2428"
"SaCNS325_PL.contig_1.region003","SaCNS325_PL_c1_003","arenicola","1","GCF2550"
"SaCNS325_PL.contig_10.region001","SaCNS325_PL_c10_001","arenicola","1","GCF1937"
"SaCNS325_PL.contig_10.region002","SaCNS325_PL_c10_002","arenicola","1","GCF2172"
"SaCNS325_PL.contig_14.region001","SaCNS325_PL_c14_001","arenicola","1","GCF2553"
"SaCNS325_PL.contig_15.region001","SaCNS325_PL_c15_001","arenicola","1","GCF3327"
"SaCNS325_PL.contig_15.region002","SaCNS325_PL_c15_002","arenicola","1","GCF3069"
"SaCNS325_PL.contig_15.region003","SaCNS325_PL_c15_003","arenicola","1","GCF3248"
"SaCNS325_PL.contig_16.region001","SaCNS325_PL_c16_001","arenicola","1","GCF2557"
"SaCNS325_PL.contig_16.region002","SaCNS325_PL_c16_002","arenicola","1","GCF2558"
"SaCNS325_PL.contig_20.region001","SaCNS325_PL_c20_001","arenicola","1","GCF2559"
"SaCNS325_PL.contig_20.region002","SaCNS325_PL_c20_002","arenicola","1","GCF3071"
"SaCNS325_PL.contig_24.region001","SaCNS325_PL_c24_001","arenicola","1","GCF3040"
"SaCNS325_PL.contig_26.region001","SaCNS325_PL_c26_001","arenicola","1","GCF2423"
"SaCNS325_PL.contig_3.region001","SaCNS325_PL_c3_001","arenicola","1","GCF1958"
"SaCNS325_PL.contig_3.region002","SaCNS325_PL_c3_002","arenicola","1","GCF1958"
"SaCNS325_PL.contig_31.region001","SaCNS325_PL_c31_001","arenicola","1","GCF1971"
"SaCNS325_PL.contig_32.region001","SaCNS325_PL_c32_001","arenicola","1","GCF2010"
"SaCNS325_PL.contig_34.region001","SaCNS325_PL_c34_001","arenicola","1","GCF2014"
"SaCNS325_PL.contig_36.region001","SaCNS325_PL_c36_001","arenicola","1","GCF2044"
"SaCNS325_PL.contig_4.region001","SaCNS325_PL_c4_001","arenicola","1","GCF2047"
"SaCNS325_PL.contig_4.region002","SaCNS325_PL_c4_002","arenicola","1","GCF2046"
"SaCNS325_PL.contig_5.region001","SaCNS325_PL_c5_001","arenicola","1","GCF3059"
"SaCNS325_PL.contig_6.region001","SaCNS325_PL_c6_001","arenicola","1","GCF2530"
"SaCNS325_PL.contig_7.region001","SaCNS325_PL_c7_001","arenicola","1","GCF2045"
"SaCNS325_PL.contig_8.region001","SaCNS325_PL_c8_001","arenicola","1","GCF2040"
"SaCNS342_FJ.contig_0.region001","SaCNS342_FJ_c0_001","arenicola","1","GCF2547"
"SaCNS342_FJ.contig_1.region001","SaCNS342_FJ_c1_001","arenicola","1","GCF2414"
"SaCNS342_FJ.contig_1.region002","SaCNS342_FJ_c1_002","arenicola","1","GCF2428"
"SaCNS342_FJ.contig_1.region003","SaCNS342_FJ_c1_003","arenicola","1","GCF2023"
"SaCNS342_FJ.contig_11.region001","SaCNS342_FJ_c11_001","arenicola","1","GCF2557"
"SaCNS342_FJ.contig_11.region002","SaCNS342_FJ_c11_002","arenicola","1","GCF2165"
"SaCNS342_FJ.contig_16.region001","SaCNS342_FJ_c16_001","arenicola","1","GCF2025"
"SaCNS342_FJ.contig_16.region002","SaCNS342_FJ_c16_002","arenicola","1","GCF2890"
"SaCNS342_FJ.contig_2.region001","SaCNS342_FJ_c2_001","arenicola","1","GCF3069"
"SaCNS342_FJ.contig_2.region002","SaCNS342_FJ_c2_002","arenicola","1","GCF3327"
"SaCNS342_FJ.contig_2.region003","SaCNS342_FJ_c2_003","arenicola","1","GCF2047"
"SaCNS342_FJ.contig_2.region004","SaCNS342_FJ_c2_004","arenicola","1","GCF2046"
"SaCNS342_FJ.contig_20.region001","SaCNS342_FJ_c20_001","arenicola","1","GCF2530"
"SaCNS342_FJ.contig_24.region001","SaCNS342_FJ_c24_001","arenicola","1","GCF3040"
"SaCNS342_FJ.contig_25.region001","SaCNS342_FJ_c25_001","arenicola","1","GCF2042"
"SaCNS342_FJ.contig_26.region001","SaCNS342_FJ_c26_001","arenicola","1","GCF2423"
"SaCNS342_FJ.contig_31.region001","SaCNS342_FJ_c31_001","arenicola","1","GCF2010"
"SaCNS342_FJ.contig_32.region001","SaCNS342_FJ_c32_001","arenicola","1","GCF2538"
"SaCNS342_FJ.contig_34.region001","SaCNS342_FJ_c34_001","arenicola","1","GCF3248"
"SaCNS342_FJ.contig_38.region001","SaCNS342_FJ_c38_001","arenicola","1","GCF2014"
"SaCNS342_FJ.contig_39.region001","SaCNS342_FJ_c39_001","arenicola","1","GCF2044"
"SaCNS342_FJ.contig_5.region001","SaCNS342_FJ_c5_001","arenicola","1","GCF3059"
"SaCNS342_FJ.contig_6.region001","SaCNS342_FJ_c6_001","arenicola","1","GCF1937"
"SaCNS342_FJ.contig_6.region002","SaCNS342_FJ_c6_002","arenicola","1","GCF3313"
"SaCNS342_FJ.contig_7.region001","SaCNS342_FJ_c7_001","arenicola","1","GCF2045"
"SaCNS342_FJ.contig_8.region001","SaCNS342_FJ_c8_001","arenicola","1","GCF2040"
"SaCNS342_FJ.contig_9.region001","SaCNS342_FJ_c9_001","arenicola","1","GCF1958"
"SaCNS673_FJ.contig_0.region001","SaCNS673_FJ_c0_001","arenicola","1","GCF2040"
"SaCNS673_FJ.contig_0.region002","SaCNS673_FJ_c0_002","arenicola","1","GCF2547"
"SaCNS673_FJ.contig_1.region001","SaCNS673_FJ_c1_001","arenicola","1","GCF2530"
"SaCNS673_FJ.contig_10.region001","SaCNS673_FJ_c10_001","arenicola","1","GCF3059"
"SaCNS673_FJ.contig_11.region001","SaCNS673_FJ_c11_001","arenicola","1","GCF2165"
"SaCNS673_FJ.contig_11.region002","SaCNS673_FJ_c11_002","arenicola","1","GCF2557"
"SaCNS673_FJ.contig_13.region001","SaCNS673_FJ_c13_001","arenicola","1","GCF2010"
"SaCNS673_FJ.contig_13.region002","SaCNS673_FJ_c13_002","arenicola","1","GCF2025"
"SaCNS673_FJ.contig_13.region003","SaCNS673_FJ_c13_003","arenicola","1","GCF2559"
"SaCNS673_FJ.contig_17.region001","SaCNS673_FJ_c17_001","arenicola","1","GCF3248"
"SaCNS673_FJ.contig_18.region001","SaCNS673_FJ_c18_001","arenicola","1","GCF3040"
"SaCNS673_FJ.contig_2.region001","SaCNS673_FJ_c2_001","arenicola","1","GCF2414"
"SaCNS673_FJ.contig_2.region002","SaCNS673_FJ_c2_002","arenicola","1","GCF2428"
"SaCNS673_FJ.contig_23.region001","SaCNS673_FJ_c23_001","arenicola","1","GCF3069"
"SaCNS673_FJ.contig_24.region001","SaCNS673_FJ_c24_001","arenicola","1","GCF3537"
"SaCNS673_FJ.contig_28.region001","SaCNS673_FJ_c28_001","arenicola","1","GCF2423"
"SaCNS673_FJ.contig_3.region001","SaCNS673_FJ_c3_001","arenicola","1","GCF1958"
"SaCNS673_FJ.contig_3.region002","SaCNS673_FJ_c3_002","arenicola","1","GCF1958"
"SaCNS673_FJ.contig_4.region001","SaCNS673_FJ_c4_001","arenicola","1","GCF2046"
"SaCNS673_FJ.contig_4.region002","SaCNS673_FJ_c4_002","arenicola","1","GCF2047"
"SaCNS673_FJ.contig_4.region003","SaCNS673_FJ_c4_003","arenicola","1","GCF3327"
"SaCNS673_FJ.contig_42.region001","SaCNS673_FJ_c42_001","arenicola","1","GCF2012"
